 	CD8+ T cells	CD4+ T cells	CD4Tcell-Th1-restimulated12hour	CD4Tcell-Th1-restimulated48hour	CD4Tcell-Th2-restimulated12hour	CD4Tcell-Th2-restimulated48hour	MemoryTcell-RO-unactivated	MemoryTcell-RO-activated	NKcell-control	NKcell-IL2stimulated	NKcell-IL15stimulated	Bcell-naive	Bcell-Memory_IgG_IgA	Bcell-Memory_IgM	PlasmaCell-FromPBMC	PlasmaCell-FromBoneMarrow	Monocyte-Day0	Monocyte-Day1	Monocyte-Day7	DendriticCell-Control	DendriticCell-LPSstimulated	Neutrophil-Resting
LOC642924	5.880116121	7.45318831	4.99304027	5.312217408	5.36509759	5.485598566	5.550490284	3.77620929	6.692796808	5.263973355	5.274330004	5.470234703	5.134005259	6.322000228	7.375557898	6.77477059	5.25611746	5.87541148	4.767054433	4.415138935	4.487925762	6.700789252
ENPP7	5.696654619	6.121312477	4.819514915	5.388740605	4.397711707	5.5606742	5.034068949	4.086840368	5.370460742	6.496558219	6.392082679	6.475518053	5.757983301	8.463331252	7.509329	7.759420521	5.099656394	5.190285621	5.287355316	5.57726768	5.206259006	6.77747232
PL-5283 /// SLC13A4	5.719286134	5.567109345	5.264630256	5.674065122	4.302440916	4.383796437	5.973113761	5.186857067	6.225149583	5.747000624	5.619075481	7.314046493	6.599790134	6.703041851	7.800874022	8.417233331	5.366080287	6.763255531	4.541561301	5.239881711	5.662333696	6.548988319
SOX5	6.077691635	5.920142416	6.786818499	6.303226696	6.321735723	6.199606915	6.07109762	5.768025487	6.245020213	6.710696248	6.294320539	8.570350162	7.769178317	8.134341604	6.352829133	6.987366347	6.036431901	6.524088496	5.90813038	5.763371735	6.696798332	7.766939629
KIAA0776	4.269669049	6.532103927	3.130683812	3.969595655	4.898966109	5.070661239	4.604783004	2.819736298	5.118754237	4.847495884	4.901035817	5.639116372	5.151737072	4.875571211	6.978569376	6.395199931	4.208088008	4.720178123	2.379898164	4.01787738	4.032306592	5.957803189
ODF3B	7.473567764	8.331321552	7.434010989	7.417334964	6.90477309	6.514821866	7.443844208	7.496014873	8.939004666	8.443718529	8.378233432	7.804476784	7.581959398	8.101063032	8.706889662	9.587274501	9.792322332	7.834888681	7.428972857	7.423320444	9.384949915	9.648510023
C1orf228	10.11272684	10.51611629	6.60715274	8.395771173	7.374685956	7.024138652	9.667765014	8.492965413	7.758941052	6.450422773	6.353770241	8.814145254	7.241389748	7.567708952	5.803235648	7.339662975	9.183739166	5.455658742	7.255322903	4.073934456	4.814464973	7.714928232
SYTL3	10.65852525	10.94184652	10.98919898	11.29484146	11.12502831	11.01159021	9.839306684	9.880787035	11.49054519	10.97180347	10.87250983	6.993695385	5.955150035	7.060633792	8.231941148	8.365890434	9.301389304	7.018827946	7.28478478	6.409900033	9.071518228	10.17760242
TMEM130	5.159962133	5.122700325	6.056659389	6.314787144	5.587775017	5.153062184	4.906008679	5.033246784	6.791843367	6.140770477	6.674152242	7.230149478	6.654496406	7.880680934	7.531033092	7.858253029	5.775882389	5.530754857	5.64823533	8.528610386	5.478804667	6.932266729
KCNJ15	5.396099535	6.655905138	3.893507832	5.202992282	5.185073638	5.460753483	4.428142391	1.985378986	6.195278691	6.057935421	5.372528464	5.803363593	6.202491187	6.648788978	6.915293819	5.868791695	6.209679175	5.489039771	5.336039347	5.524528656	5.69549279	10.08529107
TMEM71	10.63756451	10.75739195	8.832978598	10.4600193	9.183382298	10.77036712	10.98727823	9.395561268	11.14608494	10.09186747	10.08358703	7.811299454	4.864037533	7.2913457	4.416456953	4.656839556	11.17589002	6.899494892	4.322565144	7.895933703	3.650170971	13.10707054
SLFN5	12.79171921	11.37203032	11.32177508	11.33327184	11.6880642	11.64904745	12.34964725	9.601403105	13.7845882	12.77181812	12.77205836	9.393357665	9.252570826	9.017301171	8.513681545	9.170184212	10.71384951	12.04116083	9.736539626	10.50044904	11.9694764	9.718743143
LOC100506834	5.515013804	6.687196028	5.227240481	5.480275895	4.681505488	5.405720127	6.270398122	5.964452543	5.901699588	5.871414915	5.081751491	8.672122223	8.581173272	7.986449335	6.536643538	8.077524748	4.992847722	5.674660729	5.27543547	5.44605768	5.286493076	8.582724589
LOC100510377	6.232809431	7.673118235	7.114918759	7.373842483	6.001314357	6.726499745	6.117902789	5.872713864	6.774259951	6.668175869	6.392915559	6.768604026	5.253223482	6.885110636	7.319217492	6.189602209	4.10234319	5.151087593	5.168404695	4.821344563	5.416569549	5.714108112
TTC39C	11.1808296	9.585629217	10.27650364	9.812473089	9.351084254	9.420979182	11.76539275	10.15573237	10.0250866	10.20883887	9.894716226	8.843292524	9.086832187	8.785221945	3.706125296	6.848178484	8.309686282	9.158934247	8.935279498	8.583637544	6.878210352	7.995975133
IPO11 /// LRRC70	6.74366643	6.811834912	4.200221838	4.134768556	4.216273773	4.213736096	6.537958652	5.283020424	7.317527934	6.526244129	5.730336532	5.927354698	6.380374479	5.831294575	5.245419601	5.95489422	5.045392002	5.177525847	4.14902898	4.355638872	4.128719569	8.189954
PRRG4	6.245101051	7.326210744	9.128179964	8.973992906	8.776248777	8.551486538	6.045559463	6.719206262	7.500712439	7.853178537	7.583545409	7.87224569	7.62439521	7.802698912	7.459841417	7.7867891	9.97437802	7.413763308	8.910079282	9.247869377	11.7898978	11.22581259
TRERF1	9.934683457	9.253833306	10.6432808	11.44421928	10.42529284	10.62863266	9.893790943	10.09296631	10.21683587	8.94123017	9.010337412	7.776434912	8.257803854	7.474285958	6.222740172	7.180468648	8.92952744	6.539426383	8.577191821	9.565916995	7.935886953	9.829724955
C21orf58	4.487180825	5.720542972	7.673969755	7.581770516	6.105307915	6.241312675	4.049398431	5.812506782	5.107855226	4.087344026	5.051335846	4.241491559	4.584361253	4.549099249	4.595782116	4.641155824	3.997932158	4.068276696	3.720843903	3.855989697	3.835048223	4.491532462
ULBP2	7.280677989	7.838281597	7.170520992	7.945761799	7.18992337	7.629876285	7.948530767	7.320259014	7.906042763	9.753779006	9.39541703	8.886773962	8.220776133	7.799280002	7.549268709	8.307430802	7.325478613	7.660973407	7.672295682	7.439023275	7.880259003	8.55810229
CYB5B	8.323142603	7.509772366	8.104580409	8.362449432	8.561674903	8.194060779	8.061416199	7.58470199	9.000624704	7.72054662	7.659534536	6.647731829	6.237855264	6.50469189	5.520118381	5.815344866	6.268297144	5.777277236	5.445009326	6.995671062	5.837438715	6.125146864
SGPP2	5.378606991	7.198356635	7.572522128	8.100206771	7.284088398	6.289699237	8.331632075	9.012055542	4.543403083	5.838538357	6.119024103	8.818148459	8.666814277	8.477799746	8.131724943	7.991507674	7.575212098	11.69096508	6.678260918	7.947722645	10.21313622	8.430197444
C11orf80	6.037815976	7.378702352	7.276115098	7.951875273	7.297399318	7.67258799	6.594722706	6.654172956	7.830538974	8.049711351	7.652486495	9.301466472	8.924377552	9.250216687	10.45283152	9.487695355	5.856707711	6.930315504	6.045133493	5.976130653	6.972026287	7.725581666
JAKMIP1	9.429600797	5.340431713	10.78623613	11.22056777	10.51619675	10.51319891	9.393660736	9.121082767	7.80850733	7.3418986	7.555651297	5.770383561	5.695061215	5.729199259	5.886639561	5.199112824	4.108817148	5.333692067	5.05588253	4.498006142	5.165958823	7.086894138
NOL4	4.849724101	7.108496578	4.055195654	4.433271067	4.399216676	5.518136433	4.211868831	3.698366667	5.676500146	5.028790136	4.472498603	6.685601814	6.49619468	6.32650589	6.107374024	6.650897365	4.604545816	4.535389439	4.982468863	2.935208276	4.341558851	6.413499308
ZNF296	4.350426525	7.416220475	5.755248131	4.776665512	4.190509512	4.596159933	4.464036514	6.426633769	5.162854528	6.216353974	6.472257593	6.408954424	6.981036341	6.479465019	7.455814886	5.202290373	5.30437414	4.792968113	4.065378434	5.138493671	7.844159649	6.025648985
SLC37A2	6.454044254	6.515373947	5.683892917	6.7415344	5.367510855	6.438570096	6.385724378	6.724049933	6.59684199	5.834605042	6.429627122	7.169295117	7.684285762	7.335921776	8.083516558	8.719609572	8.261782306	7.66844951	9.750185384	9.253775801	7.263572811	7.46950507
ANKRD13D	9.22795522	8.409109442	8.851585089	8.381388652	8.510679786	8.359540204	8.414648595	6.951358548	9.808368558	9.072988988	8.801496047	8.302893466	7.904997319	8.496048839	7.423950673	6.842872008	10.06751705	8.915852994	7.806743472	8.319952806	7.361907231	9.929490405
PITPNC1	9.368234703	8.247842088	7.853122383	8.66946738	7.059813114	7.58449405	9.233994281	7.626280938	9.738528888	9.079703971	8.888523581	8.257561602	7.224218786	7.494849586	7.232609597	7.395199931	7.355798152	6.891151816	7.250499765	6.973377848	5.182506917	8.154435364
VSIG10L	4.205275203	6.425817338	5.976959289	5.608878222	7.411457319	6.476322276	4.150586754	5.827116132	4.547511524	4.643729227	5.214720623	5.966970928	5.764022306	5.879344312	5.180638544	5.398230642	4.886663946	5.644454784	7.620303538	7.711957147	7.860563511	5.511430086
PTGS1	6.754419886	7.101916159	5.805421446	5.861417809	5.213749054	5.148893442	4.86393845	5.347429439	7.74619014	7.014531602	6.564746519	8.20154355	8.250982884	8.190251869	5.268546679	7.166896172	8.929537549	8.773245275	7.828682351	9.329995111	6.946762047	8.684909885
METTL12 /// SNORA57	5.524627902	4.522139468	4.298218402	4.155290493	4.10701825	4.117556528	4.141051248	3.983008781	3.632035504	4.074591064	3.912937226	3.644762741	4.032431496	4.031726011	5.450804352	4.410849866	3.217928626	3.816813006	2.850566088	3.231688401	3.35583852	3.702746186
C11orf92	11.74326134	12.16015358	11.64903697	12.17192548	11.78857357	11.67656817	11.4335578	10.62396377	12.21010504	12.24803304	11.71035868	13.37183142	13.12031792	13.23697892	11.89618934	12.18240367	11.71517985	11.95605387	11.31415718	11.28115101	11.53549313	14.81620348
COL24A1	5.930163693	5.051270582	4.352899737	4.691962146	4.302879544	3.532898742	5.698329621	3.056641327	6.783698917	6.257610359	4.68138367	7.088161288	6.731889207	6.152112419	8.58967736	7.353382843	4.980554709	5.906910633	4.868797867	6.373274092	5.567874973	5.560617141
IPMK	6.500969317	6.669669332	6.603529915	6.121347017	6.649447805	6.859215877	7.006705697	6.49044712	6.469238864	6.137753515	6.385963033	6.430493174	6.525810494	6.767787198	5.492045443	5.448397175	8.151723967	7.633450586	6.279104446	6.901319466	6.498022104	9.679273533
CCL28	8.145953792	8.407729466	7.994746588	8.281654981	8.383180105	8.601550437	8.670911132	8.244598516	8.453699674	8.281380192	8.316690332	7.519918137	6.591339076	6.323401596	5.766303625	6.329042846	4.449577881	5.694778068	4.629672327	4.554199988	6.609319122	6.755581966
YARS	8.211245872	8.637825158	8.388019439	7.990589982	7.907499605	7.836582717	7.539016603	7.539055389	9.790452765	9.929546919	9.33730263	8.29500861	8.258567212	7.888868034	8.876023686	8.376956681	7.059308405	7.412231097	6.874543915	6.416369686	6.823891569	7.989388823
CSAD	4.236990014	6.284421593	5.05039286	4.777419716	4.98423995	4.263935809	6.311763449	5.172460846	4.904122777	4.679333711	4.895391494	6.87804916	5.788679186	7.469692687	6.312562321	8.408642875	5.048933645	5.117030053	5.904381733	5.136423831	4.866907978	7.338761337
MPP7	9.479215906	8.938638658	4.597888675	5.160489982	4.44468915	4.44797585	9.308906288	6.265818174	8.400757784	6.358248553	7.026198812	6.434582956	5.800298112	6.352259759	4.027773329	3.215989154	9.796370358	4.981460729	6.450936287	5.073527495	5.029460248	8.332811747
DENND1B	7.780651308	7.233536595	8.956910444	8.637367526	9.102746478	9.177008349	8.24219122	7.156902183	9.37451136	9.146485688	9.298352835	6.282198841	6.436149344	5.562921629	9.477860108	8.305467851	7.576143552	8.52378736	8.739436628	9.989199099	10.34503353	7.00395747
NPHP1	5.107489108	3.98051282	4.484105899	4.71009926	5.267361006	4.639270758	5.018189049	6.14388996	4.996671201	4.819095896	5.377360939	7.178579493	7.049557259	5.675893539	5.845431506	6.120051209	3.966292024	3.824979948	5.344523762	4.985416939	4.471111573	8.221461454
TNFRSF11A	6.339262118	8.712648509	10.84626176	9.711911847	11.8051007	11.12435183	7.039101829	7.459284063	8.805283587	8.147295504	7.541553558	8.139953994	8.37067651	8.001874004	7.420521702	8.159701079	6.38457224	6.638955939	6.819668183	10.14326203	11.31157492	7.990371767
ARX	4.724759397	4.32274539	3.976913478	3.934579404	3.69145972	3.09620562	4.129063161	3.46056784	5.317439749	4.909533115	4.442512281	4.340470712	4.938297555	4.378251499	4.567869904	8.587955616	4.003302394	5.660395298	4.003767124	3.594011022	3.75087444	5.609908583
TMED10	6.639004191	7.116524178	5.109172479	5.917734075	6.296910091	6.219646112	3.956552338	3.900754124	7.603991608	7.615023375	7.481398515	6.770043692	6.718734925	5.383514224	8.42898681	7.368093892	5.981538742	5.683371297	4.299146951	4.017847694	3.453298074	5.236040988
LOC338758	9.849123963	9.27958582	8.774955035	8.753583367	8.153178749	8.172529185	9.756249404	7.114825083	9.990355385	9.037405835	8.789607544	10.63829446	10.38555453	10.3192222	10.18561261	11.02988748	13.8600669	11.32682339	8.399711932	9.494425611	9.589002833	11.90448079
HLA-DRB1 /// HLA-DRB3 /// HLA-DRB4 /// HLA-DRB5 /// LOC100294036 /// LOC100510495	4.68532348	4.804793583	7.554481413	8.340286308	6.616754666	7.215720655	4.250633192	3.963659073	6.513344668	6.186346043	5.873021598	8.314636973	7.411288529	7.674931967	6.697120479	3.407794602	7.907200141	5.958320706	7.942238354	10.44224996	9.113282462	4.465491309
BMS1P1 /// BMS1P5	6.464717271	6.940033597	6.402415217	6.419078144	8.323554718	8.642945803	6.57625002	6.669017313	7.440754993	7.989587509	7.370667067	7.437445343	7.945585758	7.068979758	7.713615632	8.152509216	6.02990375	5.946719165	5.613845931	6.283483515	6.501263973	7.033143246
RPS27L	8.023550615	8.23432248	7.465154147	8.994603294	8.98979941	8.70666638	8.800554819	8.14733723	7.873342597	7.668446792	7.21485659	8.135901266	7.822135806	7.926198131	8.944763785	8.156892074	8.175275082	10.08103587	9.202813777	9.02035496	11.49491157	7.487521722
PDXDC2	5.36705649	6.953459262	4.86777294	4.848213962	4.998451278	5.599664935	4.789120611	4.593054922	6.246636103	5.954838399	4.934060378	6.001026911	5.482824087	5.053697855	4.978683769	6.166755609	4.923842465	4.506478175	4.271344744	4.186342081	4.079406558	5.244871841
UBE2E1	3.185707999	6.330480718	3.913080885	3.533687928	3.960419037	3.270628607	3.154129501	3.296016823	5.001610861	5.378636466	4.573687578	5.48977687	4.268958316	6.603240586	4.824954499	4.842199465	4.263848197	5.605200459	3.467888085	4.512448142	3.49181035	4.474332202
MCM6	5.49915227	6.437072344	7.358642411	7.280841898	7.493561944	6.439761638	5.707294704	7.504596559	5.923036243	7.712952008	7.302248974	5.55228484	5.236511752	6.115595125	3.631957925	4.260571458	4.709240082	4.708403385	4.130175837	4.822840598	4.958626177	4.310747275
LOC100505606	4.406043398	4.905126223	4.502807941	4.272819489	4.152156372	4.0812544	4.327447853	3.982978368	4.146573767	4.028056339	4.334091493	4.938648739	5.768475482	5.597456684	4.611585531	5.474809162	4.477321143	4.623871738	4.761396095	6.740988256	8.45015756	5.1507465
NSUN7	5.208848867	5.505520472	2.904484098	3.129502839	4.439179845	5.244684134	5.548344141	4.388304361	5.104210838	5.687010283	5.037199164	7.347355614	5.109548616	7.411974864	4.676004064	6.504461497	4.975756274	5.305624028	5.11725175	3.657620952	5.800127668	9.234219157
ASB1	3.154939594	6.062596659	2.328692877	2.842174318	3.654359157	2.418189948	4.130271955	2.600031822	3.476446497	4.498557248	3.945264342	5.123719399	4.664283717	5.787523884	4.22607175	5.20109471	2.810563066	4.007487061	2.862203399	3.498484914	2.838279495	3.753690103
PSORS1C3	4.100578245	5.324546613	4.333745728	5.550438978	4.220587924	4.472227803	4.738965946	3.907595741	5.650692767	5.522043191	4.859903307	5.884151327	5.3652726	5.69384236	7.537099304	5.418738108	4.25188948	4.870627751	4.264042187	4.301246197	4.350355799	5.804260116
ASPM	7.191468887	8.085794645	8.318059194	9.731698608	8.038086777	9.29965755	7.020887367	8.598210102	7.762092972	7.616520909	7.539691321	8.25167514	8.558362354	8.320266912	8.82002894	8.376934982	6.858709413	7.447930406	6.960984638	6.961787297	7.039626449	8.186312364
FLJ39739	8.398544907	8.37172438	7.403280506	7.031659854	7.648942332	7.692345824	7.404724341	6.243205726	9.695133008	9.423904186	8.903185931	7.489022181	7.33542162	6.986055338	6.004546335	6.802813598	7.010301509	6.318883202	5.02524663	5.577761138	5.622500913	8.668378002
SLC26A7	1.946450153	6.25354182	1.371837617	1.869213392	3.987957476	3.238532124	4.13589052	3.432335885	4.159911691	4.450115897	4.782854096	6.385566622	6.824303255	6.356500389	3.458513248	4.692873507	1.74035195	3.353899595	2.826819629	2.838313116	2.593513132	6.190520047
TLR6	6.548945178	6.245951947	6.709497429	7.012814465	6.899509997	6.205340376	6.993757377	5.694425217	7.292241097	6.705554981	6.173963565	7.297526839	8.247120518	6.901491438	6.920372707	5.656825258	8.612258493	8.094414231	7.931105355	7.618017133	7.148069774	10.37999062
PANX2	3.858876183	4.570078323	3.775998678	5.310037104	4.052039057	5.452353823	3.707303908	3.496760589	4.712141772	6.188361359	6.0566919	5.328415918	6.060209548	5.871412451	5.694824489	6.138015753	5.368468629	7.792603778	4.843837323	6.222511568	7.420267639	9.122082518
EMB /// EMBP1	8.408145013	7.848781492	7.32107124	8.557822336	7.456376321	8.581380123	9.471045168	8.235655268	7.651035542	7.657462801	7.310977764	6.15630993	6.889707767	6.252258582	6.114665473	3.925643447	7.418899003	4.124397069	3.759679613	8.179741595	5.704623012	6.543384522
PRDM8	3.58550341	4.577106515	3.905832231	4.210129065	3.894041651	3.753782795	3.834610098	4.002552513	4.57532746	4.21424917	4.280424358	4.522172357	4.95373085	6.268808643	5.530414141	4.496142738	3.805971676	4.579476857	3.474252152	3.517947534	3.862087654	5.575312331
KCNA2	4.468061924	6.157421047	6.746393392	7.178542028	6.956687848	7.008051324	6.785127655	4.086812067	4.646767494	5.203819769	5.309479385	6.91792271	7.300267895	7.936670326	8.668570653	7.92279845	4.872656414	6.199377887	5.432127057	6.100017493	5.124783042	6.003606734
LOC100126784	4.788228924	6.111984167	4.363311274	5.195295098	3.94004143	5.406343917	4.710044141	5.107283345	5.899652985	4.457239681	4.834576391	5.418758585	6.077494039	5.742646278	7.998061956	7.486581648	5.074748035	4.928465078	4.82169321	4.933006024	4.894995564	5.705225957
LOC399753	9.420759231	9.23809897	9.098517726	9.240555235	10.94716375	11.01424648	8.278138118	9.255023847	9.747615656	10.38061474	9.652600023	9.649946432	9.371535449	9.468558372	9.989204777	9.389198412	8.41008701	7.986666437	7.949032451	8.855602008	8.277827486	8.71473389
CXADR	6.075366832	5.079378111	7.267151852	6.645663235	6.851786514	7.251034187	6.998142838	5.920452109	6.819300949	6.651261262	6.564179983	9.140584768	8.420147611	8.423151636	7.457265951	8.268931423	6.457993672	6.672979212	6.797700429	6.572250518	6.271581302	9.109493246
RDM1	6.354161208	7.490193042	5.843318102	8.657892436	5.502065345	8.178455714	5.974896364	5.668355544	7.632951589	7.082587639	6.367877737	6.43476165	7.141951289	6.672191946	5.952908169	5.976117284	5.727403169	5.626373425	5.569873325	5.443208795	5.055940357	7.19297331
MGC39372	8.796426602	8.347420581	7.925948995	8.738660891	7.512192642	7.992203823	9.044795723	7.402798907	8.122566604	8.315237435	7.890027102	10.2388191	9.426610708	9.661587062	8.944498313	9.250478447	9.031942838	10.94625415	7.673892043	7.671416045	9.489067209	9.369336918
FUBP3	8.565354409	8.363966805	8.799216853	8.024038891	8.565263321	8.243908634	6.936963736	6.12015146	9.41790208	9.403378937	8.979057389	8.437557105	8.238407128	8.581010345	8.649963877	9.497498603	7.584728294	7.123135047	6.722861027	7.121987579	6.649830985	7.36767509
LOC100130458	5.886269677	7.231957144	5.903869798	6.57359165	5.250304735	6.25773983	5.944585182	5.219542863	6.558841597	5.413539926	6.476330378	8.614610471	7.350388952	7.647706649	6.943620538	6.048350636	5.996708858	6.540558167	5.272751074	5.668218426	5.792373853	7.449267524
AURKB	3.814473519	6.891139662	7.363709884	8.842556727	6.463513475	7.826474338	4.043402837	6.307458885	6.14006797	5.492833796	6.611718305	4.358818205	5.193436652	5.305888464	6.345526483	4.795195491	4.47253651	5.501314403	4.645057935	4.520306996	4.521752226	5.245313109
NRSN1	4.706033176	5.363626667	4.451573801	5.25451846	4.676399062	4.107743657	4.237869601	3.790772038	5.631118837	6.00911423	5.430240662	6.926772084	7.372510327	6.515459369	6.063265637	6.171146767	4.777669568	4.864400778	4.425078797	5.127041665	5.063991811	7.00498221
FAM115C	7.703753069	8.703556409	8.011817074	9.172734184	8.403303232	9.053591974	7.812767743	8.577511913	8.022915656	7.568039707	7.064663736	7.205069888	7.343161282	6.702584825	7.241274535	7.057187595	7.457066859	7.568294375	5.913352201	5.41288312	6.200382068	8.244430438
CEACAM21	8.046810249	7.162022005	4.600656308	6.725977406	5.182228802	6.939304949	8.188189896	6.39918249	7.568328581	7.310754545	7.589109293	5.248252897	5.468852087	6.583308465	8.73166863	5.419370343	2.914181795	3.88450024	3.023743266	3.359872525	3.363731783	4.711186511
SLC6A15	5.072898979	5.248876343	5.904435927	6.348751756	5.306626805	5.520558444	5.975836507	6.126263941	6.155895931	6.316449893	5.873497431	8.106071584	7.96762399	8.569911607	6.423987078	7.683952552	6.039143879	6.269363602	5.540962345	5.509152143	5.536659078	8.041480652
CEP152	8.265166112	8.697127431	9.991581367	10.43487213	9.271384432	9.650180548	8.075225976	9.479361943	8.515723489	9.208915179	8.882942561	8.010829381	7.250826599	7.859351526	9.190692221	6.771545592	8.705089187	7.925130099	7.498453001	7.520409152	7.926861298	6.611178283
CEP68	8.315244682	8.854345844	5.702532881	6.594568454	5.253497698	6.251485567	7.299992509	5.093715097	6.778093561	6.602308403	5.877233	8.881028721	7.662217964	7.611048781	5.38719019	7.16785716	5.677390785	5.55066984	4.912550074	6.931231947	7.41056159	6.679319635
PCDHB6	5.225284571	6.391498518	4.873148776	5.96368219	4.885395399	5.496622129	4.88958711	4.259674226	6.303305859	5.408616765	5.781307251	7.77394736	6.852526388	7.708839033	5.040775561	6.957290712	4.714588976	5.707094499	4.663188044	5.507255511	5.675185508	7.148456244
TRA2B	5.173217399	6.8145077	5.232622387	5.556970912	5.365727526	5.293995752	5.201947456	5.200666513	5.296585886	5.39713895	5.138439059	4.775012904	5.090440629	4.644851306	4.411561831	5.411849907	4.803330378	4.767138323	3.965614999	3.801020659	3.53582487	4.469859935
ZNF284	8.000298652	6.649356785	4.773099635	6.911431937	6.609159034	6.557675575	7.227779576	6.262658655	7.923654321	7.899778642	7.284697654	5.800630005	5.846982155	6.016691308	6.169798092	5.227779576	6.319050356	7.237198805	4.991185461	5.56077099	5.12634655	6.301931453
MKX	4.583865034	5.564307028	3.440686484	3.031101075	3.750535047	4.109917692	4.373416211	4.666661924	5.430970992	4.788309851	3.992964764	7.045650466	6.435678594	6.627023106	5.727239777	6.390916986	4.12465899	3.81933608	4.000247942	3.713860748	4.549812899	7.591929198
EFHB	3.409560655	4.081112342	3.067810784	1.5290713	0.81037455	3.155425432	3.852065442	0.806805219	3.263597849	3.686074659	3.473029222	5.47550184	5.853752434	6.66572319	3.950717241	5.279629151	2.770740967	3.508164515	2.954382453	3.029364537	4.493081536	4.73722165
LOC100508951	3.937038305	5.953676536	4.430017587	6.076950955	4.095277452	5.358419707	5.00980996	2.843715909	5.661272175	5.210186225	4.703571404	7.310634852	6.567100469	6.6158503	6.220826505	6.378784704	4.097589729	5.19266762	4.496467676	5.335545187	4.1514259	5.602528144
C5orf20	6.774819997	6.700439718	6.98298217	7.683270693	6.447309189	7.292511832	7.057627168	5.358712731	7.43944653	7.597213818	7.358349372	7.835476591	8.091941761	8.159866292	7.629079713	7.731174754	7.421450544	7.34940214	8.362953088	10.73416653	10.21124344	7.781472502
LOC729420	5.567165133	6.456581669	4.366741846	6.595016235	5.306189316	5.619452139	5.493316422	5.52820664	6.55182744	6.476271504	5.135671669	8.054847702	8.632571775	8.316301899	7.530632624	6.781317088	5.957752124	6.365651715	6.55009903	6.092855783	6.170449219	8.356665002
KAT2B	8.040217105	7.906908629	8.498707622	7.874598217	8.2098546	8.182765119	8.028841694	7.257815244	9.478621501	10.09782593	9.503325543	8.358316506	8.210357204	8.197861706	7.865935306	7.306831833	6.944386058	6.229051106	6.163793896	6.436250694	6.243180332	7.851048134
MCF2L	3.668941698	4.763323041	4.884671177	2.862748926	4.585823853	3.82984956	3.217437539	4.538620932	6.015376022	5.048497772	5.256010496	7.086723119	7.384334794	6.466908487	4.400651774	6.577923489	4.500770191	5.592902983	4.919630086	3.967537536	4.472639398	6.550294285
CHST13	6.386474715	7.698505581	6.949202234	7.107530955	6.151419135	6.675463116	5.998165409	6.770939137	7.599202475	6.869752986	6.82760523	7.669425704	7.641574929	7.519396439	7.158185527	6.819061399	9.049430879	6.975717111	9.249372648	9.641000135	7.49816309	9.903127773
NCKAP5	3.539158811	5.015812726	1.348232419	2.925999419	0.849865855	1.013879077	1.166929637	0.377031177	4.285420715	3.081135072	3.95839418	5.473332346	6.000929563	5.58709491	3.299781929	4.223712141	3.024881091	2.56888336	2.325794142	5.581557131	2.339089864	3.995828192
SLC3A1	4.380902573	6.0363568	4.980939266	3.353934871	2.174193333	2.348893361	3.659734317	2.612824276	3.238672234	4.073563198	3.220278355	4.609856253	4.365727526	4.646911466	5.000495841	5.473332346	3.1275645	4.918179484	2.91794089	2.781814309	2.929633214	5.190828167
WDR76	6.165565289	6.334091493	8.110746899	7.718057893	7.212141291	7.539965254	7.28078314	8.249671298	6.147118412	7.428849224	7.726108008	6.990703695	7.0533123	7.218776325	5.819140188	5.832149494	3.058850407	4.913116797	4.675519573	4.463077464	3.887102799	7.336817158
JAK1	8.501668031	8.095038283	7.659539294	7.72241593	7.75711439	7.575178685	8.205475602	5.836925598	10.81305144	9.800169957	9.194923436	6.801753619	6.23572706	5.377496872	8.110095233	7.939322092	8.012120741	8.496229972	5.420544158	5.614719658	8.375877863	8.631850035
LOC100287241	6.060582457	6.800593645	5.199142278	6.903456103	4.525505149	6.269955737	4.568721255	5.275565835	6.624455528	6.577235449	5.771471862	7.174596171	7.783934592	5.962699392	8.674164014	7.292754146	5.856315545	6.025095256	6.262768259	5.545232218	6.359685146	7.719447691
PYGO1	6.160098316	5.664359577	5.489093308	5.332791462	4.611821565	5.684313818	5.562110108	5.938262264	6.494479615	6.586935839	6.857721868	8.183511327	6.918878141	7.853074026	7.452600926	6.210608034	5.890637191	6.035834654	5.28677336	5.441765643	5.924836251	7.69113212
TULP4	9.169540482	8.246707351	7.472678656	7.763196872	8.394944227	8.006402759	9.17137615	6.754059051	10.59912202	9.708737662	9.403485741	5.408197491	5.080145979	5.444136957	5.392695222	7.771474613	9.194415631	10.07397048	10.37183272	7.791925828	7.298612498	6.007016051
LOC286437	5.305158868	5.272259636	6.577149326	4.231944348	5.850532751	4.966122797	6.441195726	5.242856524	8.169372614	6.721085514	6.333212013	5.19266762	4.969956291	5.142209191	4.800675607	5.019157021	4.829638179	5.795916269	4.013298477	3.883832579	3.450287491	5.029125967
ESYT3	6.197717986	6.913228519	6.437585638	6.116815251	6.218800538	6.117036981	6.256142627	5.910628741	6.573760781	5.444706817	6.066982523	8.599727447	8.09445382	7.880459015	6.181407388	7.854837223	6.582627504	6.180708155	6.229988402	6.76235546	6.111205238	8.051881045
TRIB1	6.258429413	6.326495403	7.517039425	8.535802843	6.495828384	7.176435811	6.869386151	7.069190162	6.129648797	6.412839097	6.401089992	5.519398124	5.504493277	5.827717423	9.445807386	10.63920864	7.386416513	7.696092374	7.652228933	7.264508282	9.05613099	6.481476555
