 	CD8+ T cells	CD4+ T cells	CD4Tcell-Th1-restimulated12hour	CD4Tcell-Th1-restimulated48hour	CD4Tcell-Th2-restimulated12hour	CD4Tcell-Th2-restimulated48hour	MemoryTcell-RO-unactivated	MemoryTcell-RO-activated	NKcell-control	NKcell-IL2stimulated	NKcell-IL15stimulated	Bcell-naive	Bcell-Memory_IgG_IgA	Bcell-Memory_IgM	PlasmaCell-FromPBMC	PlasmaCell-FromBoneMarrow	Monocyte-Day0	Monocyte-Day1	Monocyte-Day7	DendriticCell-Control	DendriticCell-LPSstimulated	Neutrophil-Resting
C14orf73	3.482138375	4.342933953	2.913990393	4.199489134	2.89459144	3.459650193	3.731509115	3.402585758	4.319256637	5.760114471	4.385097361	4.600601092	4.771925183	4.338905708	6.338460072	4.923969201	3.897853521	4.730567503	3.687956494	3.522390598	6.982244471	4.813596514
ABCC3	7.267910281	7.335542209	6.041286795	7.342379921	5.96014098	6.621807688	6.921686248	7.001096632	7.766288715	6.393982431	6.861343363	7.808014473	7.903137717	7.579478114	8.776260842	9.319481894	8.207411759	9.787530278	9.54984129	10.23029409	9.891623479	8.785071841
LOC157503	4.242392907	5.252059846	5.445445313	4.685753307	3.736568799	3.527153765	4.829206866	4.314164782	3.325134526	5.038594209	4.235752585	6.794555116	6.979776716	6.342736955	6.342797687	4.405260619	3.974521665	4.160543765	3.470146367	4.221670893	4.634283478	6.577966528
SORL1	9.589357148	9.970539257	7.554723139	7.925208251	7.943696718	8.498988783	9.097409765	7.673221905	10.85900144	9.357057093	8.886193453	9.548372768	8.966275439	8.816492512	8.222910797	8.022194402	9.304617892	8.114972099	7.871027344	7.94357854	7.875422744	11.63956664
LOC100506211	5.018823311	8.143054924	4.97333575	7.294593181	7.82955996	5.838918161	4.090627639	4.688795807	5.613627417	5.542115631	5.020954019	5.096195578	5.385370636	5.717038892	6.365978258	7.587586269	4.960863043	5.259109249	5.012553776	6.227676907	5.359286887	5.88907923
FKBP14	5.951552827	6.447821609	5.342199148	4.8901386	4.575029896	5.954762418	5.884483959	5.667844829	6.565852275	6.1718233	5.725986492	6.962268071	6.189686212	7.697042266	9.356071163	9.108031713	4.578329916	4.993934712	6.183375681	6.203543775	5.245463971	5.79836163
SLC16A6	9.018489524	7.80388571	8.440960501	8.727355515	8.064218216	8.2649242	8.999596064	8.778710155	10.11003138	10.94705726	10.99303095	8.202292473	8.764066276	8.027089067	8.929392561	8.652540272	11.00443158	11.94965065	10.31816702	10.63871344	10.81635371	10.42051461
PATL2	10.17118837	9.189749623	8.180043404	9.794924836	8.191896533	9.633195053	8.707540896	7.424740172	11.46285472	9.370863483	9.756962666	9.378407579	9.123611237	8.968676152	9.317757041	7.809637919	7.257988055	7.462384343	6.733814149	7.365017369	8.568643995	9.043681886
ZNF683	9.553107026	6.408406173	6.976398007	9.074808677	6.326321618	6.772233184	8.114065044	6.423342857	10.18204978	8.872499438	8.784234587	6.153981899	7.471124447	5.92831702	5.795342706	6.39752918	7.326154555	5.901633225	6.416562512	6.636015515	6.083631788	7.257587732
SPATA17	5.541863267	6.92804258	5.042797528	4.957125264	4.7508923	4.973657191	5.668109667	4.418032489	4.447694898	5.936515452	5.503778045	6.785756039	6.976544076	8.007250173	6.748778756	7.577205986	5.473548824	6.549481789	4.990281748	5.670708173	5.960890065	6.905052393
NKAIN4	5.260646724	7.445652223	4.705507982	5.483547094	5.360305743	5.873837801	5.841411291	5.022175441	6.21765241	5.939607422	6.479629386	7.406874331	8.677495029	8.517876035	7.581602321	8.157885003	5.809892433	5.806341245	5.065931275	5.089060237	4.725768418	7.217775502
PTGR2	4.399427474	6.013871635	5.203338214	5.524262225	4.660133795	5.533968193	3.988018091	4.647045826	4.431639673	1.584289086	4.249521191	4.948647566	2.09034535	4.326015945	4.023077888	4.338567037	4.342726586	3.351687216	6.402851478	6.163391385	4.536073628	3.253021096
PRDM15	9.12775772	8.453424294	9.152416682	9.084224638	8.553223529	8.047445687	9.19928463	8.71112891	9.08578314	8.237983334	8.349399928	7.432353386	8.713113245	8.554349981	10.83036705	7.316419571	8.357452669	8.485745132	7.505341163	7.724962849	8.043655277	7.468083109
GCNT2	6.278031225	4.709400929	3.048148979	4.272421393	3.649500499	3.828293072	5.817682942	3.458425753	4.929293921	4.381601783	5.011987545	6.973970363	5.827094955	7.164414215	6.586104182	5.772413555	8.576672033	8.283443387	8.610579806	6.362125013	6.724029463	5.171286904
LRRC16A	8.345120228	8.508948863	6.808018152	7.581135289	5.861260639	6.559578487	7.954401841	7.775281049	5.704028117	6.758372474	6.589166734	8.441581295	7.187619306	7.255661233	8.855186177	10.8992202	7.339123278	8.478820169	8.602854105	6.207404845	6.054975062	7.925232783
OSTBETA	4.407828585	4.943483796	4.389532396	3.99442887	4.614788356	4.880310029	4.44619005	3.296946788	4.687732595	4.433413518	4.653575992	5.383798083	6.288317031	5.071033244	4.954987249	7.443103096	4.604362958	4.860168253	4.335783357	4.405561302	4.752034916	5.123293723
FRMD5	5.031946512	6.655137126	6.398897571	8.143112763	7.116593487	7.753515399	6.142358975	5.917598835	6.225983415	8.132536744	7.244666694	6.616574048	6.82406135	5.429816789	7.516235822	6.515613116	4.230260665	5.272156973	5.064351168	4.137995268	5.974311332	6.417542007
LOC388588	5.095375923	6.145398942	3.787850334	4.143175702	4.568518598	3.6617496	4.702952996	4.788598715	4.813319455	6.143703607	4.473299871	6.687354686	5.855335703	7.080870812	6.494356937	6.624784492	4.888690491	3.89744213	3.506345933	4.14310766	4.277972353	6.05729863
AKAP5	5.955289552	5.563676773	6.930595426	8.135302282	6.436789261	7.859354632	4.70963987	5.391870805	8.742012108	8.338715884	8.54222451	5.370607705	5.465035755	6.858043179	5.597441785	4.876872972	3.685706593	4.044525267	4.449286235	7.436948849	4.908108357	4.634964929
MGA	8.821282904	7.631744562	8.975890947	8.866185749	9.329417399	8.625140175	7.481237041	8.255525911	9.084671551	9.491037743	9.414113329	6.882784517	6.937326735	6.37728429	6.780423845	6.8623367	7.848648497	9.161977722	8.042651177	8.029309316	7.546071297	6.644009107
STAC3	6.404507219	5.792187283	6.341665587	6.143672319	5.567129631	5.012464386	6.309073086	5.582184644	6.057980896	6.323892429	6.122859048	6.958700188	6.81093146	7.230097313	6.650309816	6.228405059	8.141861906	6.052678535	7.254108982	7.64006293	7.890898579	6.901535484
C3orf34	7.166072676	7.569379693	8.428362267	9.245578058	8.305465951	8.631979745	7.745380769	8.602645672	7.815079033	7.689367659	7.017769764	4.607465593	5.499925592	6.483872194	7.315656794	5.113981727	7.000589731	7.235115917	7.399157562	7.299902482	8.416744758	11.0217909
MGC42105	7.074813137	8.112542025	7.017955303	7.850472327	7.622508234	7.521304673	6.989407747	6.768188736	7.661070826	6.42648282	6.973213278	7.897906809	6.208634306	6.705290247	6.169891605	7.352374534	6.791391921	7.215408422	6.287656979	6.634363352	10.06752825	7.480308751
LIX1	5.083926028	6.213600023	2.402858583	3.773011695	5.010496403	5.169270297	4.129832511	1.884011738	4.373439413	5.328075288	4.61980425	7.238066205	6.33941802	6.617243376	5.947019308	6.681769001	4.953377776	4.821944013	4.695107627	4.806951255	3.935365451	6.531945951
MUS81	4.412273445	7.477126823	5.234692911	4.672990994	4.850149324	4.196029935	5.208140045	4.180625285	5.740516112	5.667926177	4.980276699	5.191438571	5.280520248	5.320926878	5.319172322	5.645946582	4.742895491	5.246943234	4.801210402	4.665212726	4.919348029	4.721132008
IGHD	5.16758875	6.358226278	6.205079666	4.734492861	5.241204607	4.220665306	4.593732224	4.263910777	4.320647135	4.483867359	5.297246452	12.64105096	8.403742776	10.33874335	7.778810888	8.309316045	4.192134973	4.071641124	3.170646169	3.646220272	4.253749805	5.539642731
KIAA1652	7.517124092	7.693342913	6.627519293	5.89080335	6.739591613	6.48531948	6.31198742	4.62556274	8.040521246	6.905841856	6.154348946	5.720657619	5.73851791	6.402389634	6.199659259	5.75726332	8.170119101	7.284077599	5.973094623	5.397745928	5.766462652	5.420057899
LOC100506728	7.104326175	5.472065299	8.137739172	5.533843637	8.083566196	5.438703154	5.027699619	4.833497337	5.169393912	4.651729096	5.017818007	4.836890743	5.659353759	5.141299944	6.071161993	5.736388401	3.986881138	4.750007937	3.848472717	3.909933075	4.298450596	4.995565923
BEND4	5.457799467	5.961368658	2.470276545	3.682797999	3.902620317	4.697273415	5.887289676	3.596020748	5.876461693	5.382528924	5.183665153	8.680198252	8.432785113	8.519471139	8.689172174	7.347007844	4.366846735	4.977959128	3.728945402	3.984407065	5.166440964	5.616322406
CCDC110	5.588219912	6.023477152	6.175275082	6.252274354	5.649050149	5.513343352	5.934044647	4.383496944	6.108425137	5.551602146	6.010973736	7.306719234	6.564442954	7.707504085	8.451686436	8.254534994	5.597444268	5.916412948	5.139715053	4.472682717	5.889627668	6.633172525
C8orf42	4.141657581	4.838531634	3.687004682	5.713998177	4.031189318	4.228869986	3.741538895	5.391011536	6.092704294	6.22084069	5.696030919	8.143921778	6.914370182	6.762146138	6.32765144	5.925613778	4.817478299	5.468189574	5.440725237	5.510545291	4.766904303	8.215062136
GALNT10	8.72898422	8.748397496	8.878910754	8.709232039	8.756580784	8.566395322	7.584130707	7.274065934	9.927486876	9.97153522	9.24406805	8.228308161	8.642329733	8.384594903	8.272945425	9.336936626	8.193324938	7.821857406	6.431181381	6.629031127	7.283698031	7.731712748
FAM19A1	8.188248839	6.493054842	5.679114101	5.051575121	4.414022747	4.479769487	8.755586416	4.34428407	6.383246359	5.375671993	4.220226754	7.156905072	6.965397591	7.258540124	6.279817937	7.318181243	4.767072094	5.390077217	4.570609663	4.49264369	5.495098179	6.919931152
ODF2L	8.659064706	6.737695774	6.492566253	7.201646929	6.576340731	6.931005355	8.566021047	6.709423907	8.63411131	6.435555257	6.594971463	7.67887575	7.944356284	6.66066626	7.758709584	7.804694111	4.674945498	5.289819099	5.422378788	5.923672146	5.969921766	6.473153727
LOC338620	7.998270265	6.753796162	5.989525067	6.666988502	4.492323231	5.668979507	9.821980674	7.016964246	8.111404357	7.125262606	7.148471498	6.813365268	8.47118746	8.133176898	7.735343906	6.909029008	5.896231477	7.447004682	6.443911877	6.847063612	5.989854272	6.098183716
LOC100506798	3.388223985	4.511973982	4.20929739	4.579863995	5.141746126	4.00447143	3.812121672	3.723412938	5.326914798	3.557949177	4.131712941	5.326198329	6.777735312	4.985375191	4.817333325	5.160587462	4.378621439	5.049155163	3.905856293	4.417818767	4.336664247	5.414588842
ATF5	5.621026189	6.600235058	5.293168134	6.165121388	5.564713498	5.495268771	5.890268331	4.917845441	6.809780988	6.503059277	6.001100387	6.522183569	7.34219248	6.887117018	6.99653563	7.682692674	7.065223134	7.48561869	6.827503613	7.616926162	9.073063277	7.91541334
FREM2	5.678177567	6.756556323	4.078268247	5.587104914	5.190298792	4.976378912	5.698237003	3.891937582	5.406102939	6.272571936	5.61095592	7.79076273	8.183727175	7.697077028	6.080515547	7.060096035	5.485365103	6.07554511	4.932234441	4.488129348	5.027854405	7.175317004
IL4I1	6.9620255	7.462385026	5.715220725	6.829667775	4.72704913	5.669612647	7.427703936	9.607385801	7.243890392	8.218663005	8.119812654	7.772734017	6.957914599	8.124321672	6.357311535	7.77567118	7.686840734	11.2319186	8.749214956	9.139083168	12.07531323	7.16769311
ANKRD9	3.493423176	5.59726299	8.103691706	7.557154771	7.324282574	5.84325528	5.208972387	7.958077055	5.662063046	6.246651303	6.398498591	3.506960943	3.816906848	4.227510054	4.279000721	6.235348915	3.573707772	5.533148005	7.546901532	7.619107281	7.269728261	3.84309947
C9orf98	6.372320955	7.418046549	7.186431226	6.734849593	6.164350519	5.62977431	5.418178702	5.187002287	6.420179198	5.874019845	5.721427347	6.575243168	7.062486032	7.172177453	6.954777925	6.644826076	7.420680994	10.89816306	9.68633696	8.385647454	11.5162607	6.64368017
LOC100509297	4.108148052	3.989350974	3.455228571	4.306553899	4.110641643	3.37920506	4.474349509	4.196502133	4.331812684	3.693654217	3.865143496	5.201471437	5.272499155	5.583812395	4.175897136	6.696897997	3.846092094	4.35488701	4.228061879	4.274584709	4.611497009	5.233443283
FAM129C	8.407197646	9.102984373	8.636543059	8.443407737	8.771347504	8.412575492	8.764763246	8.227359228	8.9303951	8.751463721	8.764952844	12.58316979	11.34973915	12.24226755	8.860132033	9.382372749	8.450812598	8.178403839	7.319300298	7.851159769	8.289658512	9.65661721
KLF8	5.56674667	6.247781971	4.536457047	5.419370343	3.068842755	4.303951183	8.124820944	5.00033058	6.914908295	5.273299544	5.619897154	8.5716416	8.228277578	8.5270938	7.386879907	6.914881394	3.635860781	4.214740048	5.569650579	6.779933801	7.234394338	4.644836889
LOC100506082	4.761963372	4.640100298	3.660723298	4.633624952	5.023358863	3.729335235	5.145854045	3.290817562	5.311893599	3.609660418	2.893200392	6.461753051	5.051763612	6.78574343	5.678982694	5.554581178	4.554982725	4.60928218	4.542428315	4.118982589	4.446950939	5.831117195
F5	6.22230225	7.05836701	7.415247407	6.637402548	7.187988731	6.196646384	8.320212372	8.124607299	6.339186389	5.934002173	5.13045044	7.719217673	7.276110444	7.608683593	6.153758056	7.179777252	8.461941172	5.818618391	5.466164853	5.108998308	5.534331418	8.88312346
KGFLP2	5.986280086	7.021487131	6.391973883	4.153264899	4.838229062	4.954118744	6.479607831	4.339256179	6.6813087	5.286755498	6.191477112	8.603236876	8.232393344	8.661364822	6.195583828	7.25431531	5.881285299	6.000077017	4.920571203	4.845347865	4.072477434	8.328014233
POLR1E	4.20970679	5.382402112	6.907329349	5.925382345	6.70969041	5.332540862	4.314793185	7.874126847	4.986547461	6.975309185	6.725011719	5.239910798	5.218316207	5.695541509	5.690202892	4.919566529	4.423880662	4.471176619	3.94673086	4.5021184	4.227086417	5.542524274
LOC100289641	4.583925191	5.049166057	3.904291405	4.199462959	4.886777735	4.726159111	5.875468821	3.72980652	5.873025701	4.648039705	6.064476922	6.712969101	6.583176812	7.599319654	5.197328106	7.531102643	5.283761299	5.505777156	4.537182155	4.990213663	4.989282846	7.206299387
C2orf73	5.835658849	4.731436705	5.622198279	4.18472991	5.008973849	4.628967963	4.058720556	2.869871406	5.850668177	4.847024764	4.852847819	7.107752125	5.918499537	7.323302509	6.386333877	8.116280273	4.766939629	6.325731192	5.068760367	4.235573899	4.992760879	6.592648387
FCRL3	11.85047675	9.282095338	8.609320969	8.654998745	9.488335582	9.287235249	10.29185677	8.241830652	12.51244302	10.97721909	10.6817409	13.08495857	11.82552469	12.54870134	8.999939887	9.453922889	7.753842394	7.712547635	7.49569383	7.740691498	7.641461734	9.109380933
LY9	11.74250924	10.73383956	4.743299528	7.119086373	6.607276057	7.841396613	11.52981184	7.488300765	10.2307281	5.327155596	6.754194932	11.09651177	10.50071617	11.22081467	11.39045937	12.07677051	4.771330995	6.717940265	6.536297733	9.317602925	6.641326853	7.606103131
LOC100329135	3.799967993	5.735097899	3.884011738	6.253844334	3.979933872	4.577670516	4.984391874	3.547326432	4.872582545	5.565712928	5.844151278	6.464147791	7.030443681	7.488249878	4.823681435	5.775162507	4.786957862	4.33522955	5.316728038	5.758800622	5.146159631	5.682427223
FAM24B	8.462246634	8.005005049	6.951057363	8.066263236	7.337758658	7.398672446	8.61027189	7.024253182	8.0841161	7.372898135	6.870290733	6.800066019	7.326074388	5.969611003	5.91367931	5.329652846	5.959381846	5.465765008	5.793546955	6.109955987	5.020339216	6.276906041
CLDND2	7.823714337	7.185863243	7.384036852	7.831197441	7.203507885	7.773209554	6.842321008	6.894692482	9.236188238	9.406907364	8.878747306	8.033439521	7.127042525	7.835327248	7.848199354	7.65761857	7.27824268	6.258933433	6.833880999	7.461724992	6.768744528	8.459516047
GPR155	9.515364254	9.192282128	6.173087447	7.673219548	6.25395776	7.247149007	9.608118648	7.781722527	8.389528094	6.198293765	5.500690533	5.950608384	6.298493364	4.456609046	8.566217712	6.98138176	7.936076455	4.27921126	5.973844665	8.670971306	5.601429106	8.529085359
IP6K3	4.621011532	4.043840252	5.543650538	6.059780674	4.512774695	5.394719913	4.384740587	4.259523587	4.297705001	5.795720201	4.868933646	5.104726039	7.607541154	6.973094623	4.354193539	6.869069412	5.537270179	5.722909967	5.057139749	5.975423836	5.036100331	7.017884059
PTGER1	6.701192082	5.880489627	4.897530872	5.008421152	4.19857273	4.249571755	7.272412062	6.60916396	4.310412835	4.477081478	5.370675784	6.697688445	6.965088738	6.849076645	7.39097429	7.947839997	4.699852348	4.659339486	4.432007315	4.350473674	4.504842817	5.489234635
ALDH1L2	5.107342636	6.38287472	4.528571319	3.973060173	4.574222636	3.566815154	5.250393173	3.745129745	4.312955542	4.620645055	5.056821935	5.240357948	6.488181579	5.916572184	8.49869898	8.747603069	4.591200673	5.498702969	7.690294864	7.019093992	7.222748221	5.967191668
CSMD1	5.004265418	5.866751406	4.638450395	4.048672137	5.037645784	4.448218196	3.837943242	2.699329526	4.922626025	6.142601319	5.527899196	7.430996073	7.805867987	7.27242917	5.831885684	6.666834688	4.984650107	4.115782371	4.171560465	4.567656988	3.449407302	7.344446828
LOC728142	6.212972949	4.045035174	5.791188942	6.481578807	5.98176895	4.308642404	6.124858846	5.411471442	6.322770924	6.041133444	6.704025811	6.104070024	6.306244009	5.241106068	5.465234431	6.699697372	5.845209848	6.137498401	6.426689672	7.5980525	7.209050395	6.081058356
WNT5A	5.036294519	6.462079593	3.786387261	4.162532318	5.022841235	5.112324816	4.999774561	4.843464675	5.638703792	5.556490727	5.197419852	6.614892798	6.733398407	4.05508717	5.603329616	6.009520735	6.550763456	10.34399088	5.52969343	8.129831652	9.492925035	6.084264153
HILS1	5.076110107	3.960017383	2.95410323	6.18194401	4.52869633	6.213282469	4.625328944	4.077299977	5.35861604	5.155692573	4.717009179	5.281756529	5.408125902	6.900232849	6.207339765	6.701802005	4.797881966	4.365033414	3.689299161	3.339636254	3.966814963	4.268239745
LOC645744	10.24261114	9.604134351	9.608177186	9.868361127	9.761822682	9.922495703	9.974049807	9.230744204	10.69073332	10.14388035	10.00524652	8.200041033	8.603651379	7.859731998	8.266225904	8.047652894	7.306303258	7.28142857	7.086975672	7.562426884	8.053935834	8.340114473
BHLHE41	7.540004014	8.034769623	7.726378261	8.183771002	8.157877426	7.733761058	7.327780164	7.181112492	7.521254937	8.248965501	7.451348505	8.403212325	7.996700856	8.41378869	8.942613223	8.642805345	7.508787802	8.148080369	10.01086118	7.927737475	8.598381335	8.082936719
FAM163A	4.714259258	4.966522755	4.837590091	5.305046356	4.533854018	4.848581213	4.69283632	4.098228641	4.749681748	5.248048998	4.441594139	5.509297702	5.401971715	6.400085309	5.122286182	7.533796926	4.709221698	4.888422615	4.765698278	5.022367813	5.316905999	5.988002938
PRSS54	5.508571267	5.67548664	5.786008187	6.696976797	6.262633602	5.272608014	5.8140291	5.898111589	5.927297971	5.767416448	5.258713633	7.229340714	7.345751186	6.932510053	7.911817393	8.664945875	5.77063086	5.531693361	4.997348868	5.695752602	5.112387376	7.327094502
NUP54	3.666784991	5.844929591	1.584722032	1.139251186	2.529237922	1.61022759	3.927580455	1.966676556	5.513435475	5.028816652	4.953723091	4.012121673	5.05672441	5.60916396	5.915990887	4.957914599	3.905912437	2.408553364	1.404131081	2.431043448	2.743802171	2.756126619
