 	Basophils	CD4+ Central Memory	CD4+ Effector Memory	CD8+ Central Memory	CD8+ Effector Memory	CD8+ Effector Memory RA	Colony Forming Unit-Granulocyte	Colony Forming Unit-Megakaryocytic	Colony Forming Unit-Monocyte	Common myeloid progenitor	Early B-cell	Eosinophill	Erythroid_CD34- CD71- GlyA+	Erythroid_CD34- CD71+ GlyA-	Erythroid_CD34- CD71+ GlyA+	Erythroid_CD34- CD71lo GlyA+	Erythroid_CD34+ CD71+ GlyA-	Granulocyte (Neutrophil)	Granulocyte (Neutrophilic Metamyelocyte)	Granulocyte/monocyte progenitor	Hematopoietic stem cell_CD133+ CD34dim	Hematopoietic stem cell_CD38- CD34+	Mature B-cell class able to switch	Mature B-cell class switched	Mature B-cells	Mature NK cell_CD56- CD16- CD3-	Mature NK cell_CD56- CD16+ CD3-	Mature NK cell_CD56+ CD16+ CD3-	Megakaryocyte	Megakaryocyte/ erythroid progenitor	Monocyte	Myeloid Dendritic Cell	Naive B-cells	Naive CD4+ T-cell	Naive CD8+ T-cell	NKT	Plasmacytoid Dendritic Cell	Pro B-cell
GSAP	13.8209376	12.46732482	12.58548174	12.45239004	13.26185103	15.72707958	14.33667805	13.7776417	13.77904101	9.851632768	13.40612093	14.03826738	11.08383219	13.75382672	9.303596562	9.604872434	10.75808974	15.10678194	14.17801116	13.29630442	11.95398302	12.15879033	15.83165387	15.43347857	15.72374196	15.5017511	13.67777202	16.92623589	13.92246748	10.16064866	13.49070319	13.42641701	16.72851584	13.5167598	13.71993691	12.2291416	9.663274782	13.28764846
HOXA10	10.03663423	8.892683971	9.01438889	8.928649972	8.715627186	9.555005126	9.807717424	12.59324079	9.324583058	13.65921872	9.844379487	10.58214652	10.11068904	13.43832214	9.997154551	12.47050168	14.88564351	9.767040483	9.47553859	13.33941623	15.42953499	15.65222489	8.849636907	9.224109202	9.556067092	13.29060972	8.759183169	10.50325272	10.48443404	14.65153324	9.118500703	10.13702722	8.710588601	9.272416302	9.26005926	9.370840094	9.101652382	9.934589724
PCNX	9.128781399	13.04956863	13.09328367	13.26133028	11.9893766	11.84148396	10.4903113	9.546734649	9.295797408	9.303630107	9.509366752	9.434029921	8.915456071	9.589996004	9.525491327	8.929026727	8.938859555	10.27451422	10.03273388	9.500648698	10.18156931	9.939239818	10.66144622	11.26926609	10.45932486	12.18122892	9.876350415	10.99486765	9.804172314	9.569291751	9.232486391	9.144156945	11.18354731	12.92990784	12.47958146	10.03007481	9.729418373	9.275850921
TTC9	9.981199793	11.87668472	11.81287704	11.784184	10.1867944	8.772537815	13.86005929	9.336635924	8.582540432	9.430425231	10.40546873	10.70893238	8.911866683	8.954087566	8.886168302	8.706240244	8.346480256	11.16366937	10.33147571	8.227712935	10.32756388	9.899624937	11.7522438	11.99295646	12.32980346	8.797908115	9.931679955	8.34590665	9.45736581	9.067752843	9.343151076	7.984485801	13.61433377	12.29779774	13.26029674	9.928644336	8.855564258	9.98674973
CDKN1C	9.475068744	8.905401875	8.854756693	8.389820728	8.936882403	11.27697024	10.03191902	11.17279431	14.66773036	10.33095028	9.443166523	13.4884901	13.159977	12.78981983	9.877764312	11.26860946	12.15126973	16.47857402	12.87263648	12.92712781	12.35722807	13.02533928	8.379991722	8.666844902	8.778482333	8.081761888	17.22030133	8.002317725	10.05673771	12.1085601	14.02668842	9.147205855	8.312246609	8.987996599	8.608710517	17.36644921	9.242609532	9.617368344
ROBO1	9.935894233	7.970601127	8.379043418	8.474419426	8.259306874	8.382609433	13.19323015	12.38612306	9.898651124	12.65851524	10.65933293	9.741034067	9.450833492	14.09618467	10.01385199	11.4107444	14.63786218	9.847132285	9.427985125	11.84616912	14.24505127	14.41283364	10.45640486	11.41105209	11.44796285	8.869266202	8.457434243	8.044417919	11.7682753	13.81151043	9.126691428	10.7350447	7.694478871	7.914264758	13.46287669	8.984429533	9.849969341	10.03436979
ATP10D	12.87636843	9.644490712	10.16174413	10.65216439	11.16727547	12.53481455	14.62860428	10.85484384	13.33184158	11.35616727	10.96285626	14.8447959	11.43610018	11.27983744	9.243709129	9.249451256	10.59735399	14.15675523	13.86830035	12.62696858	13.0991642	13.51833273	14.06066899	13.3548325	14.97244124	12.84024441	13.33006037	12.7042112	11.17182801	10.85456175	13.85529697	13.29214996	16.38370143	9.635759639	11.20155025	12.3091062	11.52580619	10.65441515
MARCH3	11.85906633	11.49805963	10.57213292	10.55594857	9.526349888	10.02581123	13.85387128	11.51644432	10.01818303	10.48682044	10.5564002	10.83180827	17.02273892	12.54582462	18.3561192	16.91709594	10.7438216	11.51012473	10.78029205	11.69774978	12.25967065	13.54570696	12.73915417	13.93303565	14.46286289	10.10084958	8.396219039	8.981244093	12.61803381	11.2181209	9.697346363	9.222542807	15.15654254	12.33572965	12.65803364	9.011744618	9.108702598	11.84416568
CAMTA1	9.487054351	11.51610777	14.20264865	11.80262188	13.18749184	8.439772614	9.250472789	9.320996226	9.38391066	10.1047572	9.829576738	9.498055256	9.057451602	9.038007573	8.887740491	9.547810651	9.660375895	8.991233934	8.793368117	9.821058707	10.0276986	10.62851507	8.782073051	10.04355482	11.16324797	8.560766605	9.080325667	8.664167347	9.610288976	9.772402003	8.655782745	10.27710001	10.80081911	8.700960034	8.024223926	11.20591918	9.337022453	9.204421198
TMEM30B	9.190503405	10.28291718	10.38245585	11.19807676	10.19511768	9.31564504	8.30116756	8.686678904	7.840837643	8.692344249	9.469282982	8.515665881	8.524267735	8.273485249	8.656186682	8.314504765	7.929417475	8.265270794	8.095049993	8.121649061	7.953326003	8.077529291	8.180718444	8.595508589	8.44683924	8.419691794	8.028150301	8.626935184	8.386136712	7.881989232	7.964464237	8.034605512	7.92570965	11.80136262	11.37169193	9.327707925	8.887440961	9.13647423
CYLD	14.18236171	17.69120487	17.53938721	17.32917102	16.25898261	16.25518149	16.34078122	14.56453829	14.38184779	14.13671579	13.24779479	15.31867815	12.50941001	13.01086502	11.50825433	11.14539565	12.83993215	14.96905853	15.10338354	14.24117137	14.89725181	14.90169217	15.94204633	16.26889632	16.04697511	15.79520528	14.50987489	15.66020879	14.46116229	13.50036081	14.30137111	14.52314192	16.31053855	17.88797366	17.28138204	14.82194218	13.6273183	13.72197422
PFAS	12.7964179	13.79913248	13.35598022	13.45502965	13.41939503	13.44867338	15.79949426	14.67897287	13.0178161	15.54879469	12.63250652	13.46082526	12.51123205	16.06357543	13.27343392	14.31344376	16.87304012	14.11721473	13.73600104	15.04579399	16.09308566	15.80726848	14.64593886	14.27925681	14.04755378	13.53818161	11.86326957	12.78741333	12.84436997	16.39248866	13.29510685	13.54698388	14.97774027	14.19745747	15.04811213	11.77454468	12.18644545	13.01355053
CLIC5	8.476315434	10.75243779	11.23572335	10.37710143	10.8691066	9.335125962	8.18868548	8.496189201	7.764810858	8.092079668	9.046353018	8.576557647	8.604729583	9.16206924	9.080847505	8.668852615	8.41617186	8.020386281	8.124730462	8.002872082	8.243228081	8.611827644	8.546288315	9.027843738	8.90850887	8.642164426	7.680769843	8.215796891	8.834580051	8.014311448	7.677871155	7.806728829	8.028203745	9.333131228	8.671211552	9.432674339	7.843494943	8.69924291
MLC1	9.559052013	9.201164898	8.906830952	9.04078835	9.788156276	11.35749116	11.48065386	14.13733803	12.46731538	11.56352592	10.51095709	10.88203443	11.60272946	13.83740151	10.79914669	11.97613486	14.00444391	14.02551605	12.53258442	12.98812765	13.9694264	14.11096534	9.347263165	9.589558538	9.259060457	14.81240155	12.14753651	14.11700549	13.5247579	14.16492294	11.18697404	9.231519755	9.268913579	9.3679	9.242162532	10.61014732	9.196515335	11.02413736
CLIC2	11.29144275	8.205049774	8.194921041	8.332949845	8.368283797	9.072857492	8.543943974	8.850329792	10.85788561	10.16459727	9.708956255	8.962901642	14.36251093	9.308069012	16.42704327	14.68236412	8.449717109	8.506093752	8.524708417	9.949246873	8.596595756	9.97507643	8.057970354	7.967490876	8.082244364	8.525261024	9.008152388	8.119792997	9.137980942	8.838999466	8.418939724	13.3454973	7.775717809	8.594146094	8.108910948	9.351015217	10.45072336	11.31430727
KIAA0895	10.24360146	8.925219667	9.50394835	9.004176805	8.711487155	8.748712807	7.683640893	8.923614333	7.979198974	9.462813593	10.1826691	9.016856001	8.865002301	9.046897366	9.253100134	8.981243423	8.568921251	7.635127921	7.863151142	9.036977862	8.225217031	7.928736838	7.904123644	7.711659565	7.723334763	8.420569588	9.203092933	8.824833687	9.844925373	8.873508485	8.221529702	8.39841434	7.657138684	8.689477993	8.675448165	8.824599874	9.543202216	9.204993171
PGAP1	10.23602465	13.51487945	13.17578228	13.04723356	11.6543275	11.3313313	11.02861331	10.82138118	9.710564694	12.67640237	9.984027162	9.953433746	9.359739585	11.58782435	9.121360575	9.617531397	11.29935463	9.259533852	9.561165816	10.1760072	12.93969743	12.22189627	10.91214824	10.68719747	10.90619615	10.69980709	9.150948122	9.767486186	9.976357982	11.44201772	9.310395245	9.542734935	9.801229227	13.26525948	13.30030785	10.64806885	9.648032567	10.31010032
ITGAL	14.58059909	16.42870604	16.76505265	16.78940609	17.91472786	18.03357563	15.75559554	14.33934884	16.42257444	13.6917454	14.25278985	15.41095011	14.04110002	13.83989807	10.44398613	10.51477897	11.78614566	17.87787323	17.00352972	16.21860823	12.97009075	12.88253199	14.50462837	14.86010162	14.39614924	17.4411069	18.06372568	18.35393065	15.10771986	11.65684468	16.62500555	14.61265831	13.383605	16.16063872	16.1580581	17.02177657	14.21839803	15.02342105
KAZN	8.770877142	8.059321204	8.133054021	8.260878233	8.13480512	8.102746847	8.55806366	11.07893587	8.942749701	8.858782943	9.731087129	8.693466701	8.910410942	11.64795216	8.800451537	10.18341832	10.26592203	8.702316956	9.144197219	9.530364586	8.866051894	9.626316713	8.949063823	8.608029566	8.290767475	8.131650599	8.293079539	7.986944231	11.49654574	10.05410669	8.478613597	8.168083725	8.204536787	8.403460225	8.020418341	8.596090738	9.061043514	8.878083885
NPTX2	10.87730097	8.13185508	8.221013088	8.326876533	8.09980639	8.295696388	8.345555407	10.98942527	8.404460976	10.11255674	9.001353614	8.562176802	9.131084951	8.909958494	8.984727646	8.886843492	9.711819459	8.45840453	8.239288949	12.03295171	13.58135787	13.24776116	8.245547086	8.378179431	8.346541498	8.552610783	8.026843777	7.802750045	8.62421551	8.572260277	8.293872553	8.265755509	8.380720155	8.155930137	8.091571347	8.720520467	8.833067044	10.50285791
ABCC10	8.947075286	12.44212077	12.51730427	11.3993678	12.5545538	12.66335818	10.74357867	9.030912193	9.243393505	9.313506652	8.794530127	9.077207782	9.276250296	9.460115459	8.356719502	8.507596617	9.258517483	10.25864191	10.50497215	8.888887803	10.00438961	9.449222298	10.0662833	10.21741702	9.967486534	10.95284037	9.019713348	10.80063078	9.000410915	9.291354074	9.783609312	9.622258452	10.39311681	11.08855446	11.40142639	9.663632123	9.171274742	9.369323259
GUSBP11	12.90133626	12.87938574	12.6704646	12.62463626	12.51850347	12.64161264	16.09116501	11.90814595	11.94178483	12.8451003	12.63905444	13.14490164	14.60142117	12.06935478	10.78833896	11.2754303	12.52331896	12.62825792	12.69015371	12.29215139	12.89569914	12.28818994	15.07247271	16.43010742	16.14049187	12.49336441	11.51428635	12.25296497	11.44361798	12.53769868	11.21971823	11.35927802	16.04182198	13.08132126	13.24330265	11.67939523	11.90216372	14.19093143
CCNE1	11.02033836	13.03324625	11.89491093	11.93916947	10.76645603	10.95339322	15.10793394	13.34211876	11.33637462	12.72661884	11.08569453	11.58395651	14.43559588	15.89056527	15.66242601	15.92601321	14.6413754	13.24679428	10.617936	12.11817911	12.51631139	12.29606833	13.91731649	14.47191503	12.33344312	10.12475224	13.59542496	9.712127129	11.49360742	14.12774365	10.31466593	10.3340162	10.59138351	12.75191907	13.24125637	12.94466619	9.71255492	13.01807658
CD3D	10.30801869	16.74918408	17.68569004	16.71680606	17.86034723	16.76413458	16.66542466	12.5337235	9.093887549	13.82324744	11.08117059	9.509581492	9.857868595	9.899040331	9.548896089	8.809130244	8.48996278	13.63087121	13.38553237	11.40307924	8.916672858	8.125064385	10.48166242	8.936736955	8.542049675	10.10243561	9.119340944	14.6405814	13.03093384	8.417705251	8.903997992	9.432216847	8.256492792	17.75567078	17.06617573	15.51877294	10.16354727	12.62000494
ZNF710	9.375203493	9.09801451	8.969215504	8.913421907	8.864632252	9.780260145	9.344920108	9.311534373	12.48986009	9.658108763	9.043267171	10.23380445	9.255517448	9.539077523	9.452793648	9.180889723	9.328484619	12.14476282	11.84677644	11.29257119	9.667190165	9.580246987	9.352575294	9.047967734	9.034908334	9.04141221	12.10721636	9.71575446	9.390575034	9.232731972	12.94691419	11.46164241	9.068544081	9.13559497	9.001873997	10.81564782	10.02298578	9.376140167
PDZD8	13.41909475	13.47965792	14.08667487	14.49518488	14.63391917	14.50915523	15.25240156	16.3262267	15.09127062	16.94121798	13.99423352	13.55785597	16.11981109	17.45044399	16.41894098	16.67007772	18.14234122	15.24794505	15.03814996	17.01456	17.03240125	16.78745429	13.92736563	13.68894015	13.86311459	14.35627608	13.33589997	14.38790976	15.28304844	18.64825802	14.81240851	14.82494866	14.20156315	14.04602081	14.23969449	14.0857575	12.93803616	13.35094343
RNASE6	15.16348582	10.16766085	10.09475545	10.46373838	9.362927538	12.44922098	15.48162608	12.75564732	16.33501679	13.15365984	12.19519211	15.83336915	10.62768145	14.02133592	8.854720824	10.22656183	12.30772052	14.02670264	16.11466303	15.73557737	9.431599	9.908909915	14.78165256	13.04812599	13.63959905	9.9369323	8.607963014	9.45142251	13.51510318	11.49011124	17.45061404	15.99003773	15.06667473	8.598921212	8.391188613	10.09667974	16.36596049	13.86229028
SMPDL3A	9.051724592	8.078352434	8.260044641	8.255490768	8.180741893	9.253533352	8.923454527	8.591659923	12.01215128	10.02690719	9.417117288	13.11567952	9.785458639	9.377925815	8.943280079	8.859073753	8.810915615	13.72669273	13.04732492	9.791356486	8.34006717	8.067580782	8.366088532	8.439952003	9.364492633	8.240522281	13.31846654	8.067467218	9.312539416	8.241131044	13.38574039	9.014544763	7.828908019	7.950959193	7.982710758	13.32867893	8.677394555	8.784903507
MT1F	7.8763184	10.69664925	10.4538844	11.85350116	11.48720237	12.2034436	9.753859477	9.060579717	8.466252508	9.283040499	7.777554572	7.899400984	8.23500776	9.145664725	7.735893064	8.432714112	8.82001683	8.663564856	9.741526698	8.718178751	8.600560076	8.945173533	9.191405606	9.445183237	10.17559705	8.316097693	8.032226312	9.278729285	8.161998854	8.680921417	8.566501171	8.119302463	8.891460487	10.63930729	12.53679315	8.844352582	8.134631974	8.653426276
PHACTR1	10.78556615	7.975249451	8.01713466	7.941860316	7.899918627	8.128386772	9.749819934	9.30679266	10.05489133	9.484779926	11.10683954	10.64081993	8.391027724	8.680222732	8.090672568	8.528011519	8.650096213	7.611297068	8.380139917	9.35827136	10.91187216	10.77708469	9.960460094	8.856365715	10.82536503	8.415278863	9.731037939	8.245962535	8.563928246	9.930586795	8.996297303	11.50808326	11.75088245	7.731500801	7.905295221	8.888661181	12.6282506	11.81719574
CEP112	10.67638946	9.017665148	9.700485608	8.796450169	9.766553832	9.46274298	8.191823793	9.655424731	9.604038897	10.50573121	10.48456685	9.802259168	8.55861221	8.696518551	9.679666593	9.593992515	8.748283256	8.359922502	8.439621691	9.141136691	8.941777902	8.641823904	8.279896733	8.349739923	8.254425519	9.475119618	9.874239872	9.727565163	10.49515466	8.946077744	8.676710277	9.318937487	8.103680443	8.700986116	8.235052778	10.29934409	11.01731233	10.76251063
FAM134B	12.18565383	15.26930304	14.85973784	14.90549528	14.37679929	12.3578377	15.39284355	12.78549124	10.78911188	12.36021348	14.45740567	11.70516427	10.84111712	10.99145616	10.32733581	11.01135082	10.91164513	12.08493427	12.79290088	10.7571597	13.54614943	13.39992892	11.48789418	12.68392519	13.03599314	11.9392738	12.88165484	9.313457584	12.27070501	11.43679029	11.19748483	11.29203084	13.86009846	16.45809617	16.06723369	13.09486112	10.72455517	12.879711
SECTM1	8.78726915	8.337811808	8.191549243	8.358651236	8.483345987	8.561169841	8.753959264	8.900374473	10.58325421	7.913801348	8.383417247	8.492486995	9.233235582	9.043144501	9.413234894	10.0276418	8.083845539	11.57102183	11.39576666	9.42726041	8.411960664	8.564079478	8.504199712	8.532239791	9.004320828	8.08380803	10.37960143	7.64830105	8.637684123	8.064319785	11.90583564	8.450905744	8.097249739	8.573660656	8.734170782	9.487259178	8.434677418	8.488927642
XYLT1	13.18534129	13.83673309	13.89145159	13.36989064	13.39938333	14.72842011	15.46365436	13.48773132	14.01655899	14.43415028	12.0961611	14.10685661	11.19778682	13.69356084	9.819739439	11.25822347	15.21682675	16.11858634	15.09446073	14.95703556	15.49390038	15.42624297	14.31753497	13.46461731	13.90472988	14.40229238	14.84088572	13.98663663	11.90142763	15.07696213	14.92422312	14.66173708	16.06188149	13.77746526	13.3033972	14.46747625	12.28028864	13.98897576
GOLGA8N	13.8859482	15.12185065	14.73729246	14.56976414	15.67908676	16.80746324	14.65032665	14.85935526	15.10779779	16.22737548	13.77896424	14.848194	13.8630267	15.08467285	11.71068532	12.45917489	15.9167572	16.11100125	15.01002122	16.02244193	16.02264327	15.61559567	15.23086922	15.65703952	15.49684247	18.22105398	14.99538755	17.58907479	14.54194333	15.6364026	14.29612232	16.33046794	15.04545311	15.91769683	15.8693831	15.57758291	15.31599934	13.87547779
ATRNL1	10.56242317	8.374026607	9.10485004	9.413547426	9.471889059	9.760520788	7.471793495	9.842542357	9.419326648	10.46175458	11.42197809	9.978545382	8.248803705	8.282574759	8.370725664	10.09700572	8.044824645	7.974142004	7.850938482	8.349043592	8.260706175	7.305284001	7.881589089	7.807576904	7.928323878	9.562665013	11.01836884	9.831827477	10.1882362	8.96625859	8.75449283	9.521935246	7.639820796	8.215535561	7.921933421	11.88379898	11.64842325	10.32420902
CLMN	11.70727598	8.67419756	8.783942586	8.879759546	8.398201475	11.32362032	12.71681762	9.426083541	12.9136488	8.85124089	9.494924074	12.44321335	10.15580895	9.977700442	9.126182658	9.778288075	8.93221931	12.13714081	12.89059253	10.88704786	8.791810425	8.72938922	15.04576441	14.31797045	13.2830512	9.199006048	11.51075205	8.141708035	10.70608379	8.511895452	13.78481721	10.84266845	14.07632002	8.733251413	9.231953089	9.341351248	12.49336143	11.13541312
DUSP7	11.58386765	12.58682244	12.93330104	12.38000924	12.66494577	11.70586532	13.00595158	12.46009889	13.73684754	11.67035719	11.58753181	12.30835437	11.41216226	13.13296615	10.52213503	11.0108178	12.6944687	15.1625608	14.07490604	12.91227021	12.92629706	13.50622856	10.2654543	10.7398361	10.3461358	11.95486479	13.92741218	11.92482585	13.10694994	12.5859437	14.3603523	13.53974802	10.22505906	12.73716029	12.63582502	13.42612717	12.68120218	10.74645335
MYBL1	13.52828042	16.47018789	17.73988914	17.81615128	19.04011828	18.36151796	15.43759669	14.5677904	10.82502777	11.03015031	13.46661907	14.02424864	13.96581813	14.38215108	11.4606259	10.85475507	11.06897838	17.94648193	15.91576691	16.4870472	9.562964069	9.459218354	11.28845597	9.254781785	12.7625738	18.56898539	15.15786859	18.48680428	15.55595808	10.6523607	11.85340295	12.78109709	13.73275977	13.69093459	15.04215024	17.67232591	12.61257303	14.77583671
NKG7	12.24755817	9.543639551	11.02365169	15.24033743	17.94686104	18.00805595	15.29841429	14.60224897	12.91000009	11.2594781	13.95034443	13.68576768	14.02757541	15.73314774	12.97801394	12.01040604	10.73044689	18.05434675	15.8078556	16.21905571	10.83007	10.69169044	9.547442268	9.792636764	10.3330137	18.46133883	14.14928893	18.28254574	16.09318105	9.88688079	12.31256988	10.70602142	9.521200771	9.309519975	11.5370009	16.55378152	10.90643633	14.63365918
CUX2	11.38164316	8.612389621	8.796555875	9.207959002	9.933264532	8.631481158	12.49999337	9.582251135	10.13532181	11.54228321	10.65998269	13.47174324	8.852197055	8.882577528	8.990840812	10.0746962	8.586568868	8.769498804	8.500812961	10.12340631	8.531168192	8.071373908	8.450756413	8.468783868	8.426980631	9.392417304	10.72823658	9.687708669	10.5351437	9.269542399	9.246208588	9.565304549	8.212169239	9.473326287	9.362045467	10.33311232	16.93469251	10.46309815
HLA-A	17.03989227	19.09356611	19.25902486	19.34097663	19.51752101	19.25034766	18.11989245	17.27510566	17.46506435	17.92743492	17.94943847	18.05348424	16.62661584	17.26389976	16.45165838	16.38058185	16.19930654	18.42638624	18.2591957	17.4232871	17.23815427	17.48739486	19.07749747	19.18152228	19.10951036	19.31099852	18.68910075	19.49482502	17.59839542	16.19607042	18.41072805	18.17543236	19.09469502	18.91388258	19.00668082	18.75041146	16.52317049	18.28730101
TWIST1	9.963527526	9.045254796	10.23650508	9.61362214	9.704437947	8.684814134	8.833973381	9.705699652	10.06067255	10.79671151	10.07507504	10.05152889	9.812055259	9.086582005	9.344564812	9.978269962	9.829902802	9.06324433	8.563843249	9.2410847	8.807982667	9.520897298	8.400522314	8.304054693	8.847270784	10.52083856	9.949878905	9.76303631	10.62819736	9.410656452	9.086292685	9.703111367	8.459141309	8.811276026	8.58741776	10.65933668	10.93131705	10.81997699
KRT20	10.4976007	8.678587885	9.821930261	9.554797657	9.207238348	9.028805312	7.8911583	9.566339744	10.23591461	11.49099504	11.08252812	10.00202575	8.408102597	8.516779339	8.318141513	9.95838302	8.384571384	8.268619099	8.233700904	8.784713948	8.268221095	8.048598748	8.037240268	8.103392287	7.903931459	9.550097399	11.24716666	9.591307088	10.22599473	9.476697731	8.476946107	10.00743824	7.819800275	8.615185445	8.141465976	11.52502469	12.49138896	10.2710571
LYZ	18.72827187	16.78839837	17.0608613	17.39426875	17.28325093	18.16159188	18.71305705	18.59412267	19.18873809	19.35027198	17.98957211	18.90075128	17.87324277	19.02218425	17.00008226	17.08252217	17.97532413	19.17264318	19.20479361	19.08713136	17.33692454	17.33361864	16.90918204	15.72565755	18.31287699	14.39636867	18.45996009	14.85694619	18.7863212	18.04400224	19.13336631	19.18007287	16.22076607	16.36105724	16.13739843	19.06216908	19.15716583	17.66592134
IFITM1	9.710272354	15.35458497	15.54526236	14.34558808	15.92262052	15.9218649	15.14968263	11.47569173	10.06073221	11.50390832	10.93934793	10.19736348	10.4125528	13.09772403	9.942101143	9.188582946	9.61048981	15.75927578	13.27256838	12.8681901	13.1861719	12.457206	11.76970213	11.39030735	10.55452192	15.30852625	11.71643161	14.80009787	12.49557749	10.8078297	9.865015243	8.526587883	11.65945806	15.12406192	15.42391473	12.10984653	8.78677208	12.23442796
TBC1D31	11.37359588	11.99674432	12.10764197	12.36174957	13.80076393	13.29091532	12.5890864	11.79059309	11.80303374	11.68515444	12.30487189	11.0230754	12.00304061	11.52418336	11.94013387	11.55900514	11.97215032	13.26873001	12.04903985	11.67836309	12.94189829	12.7681201	11.04011548	11.29720465	10.78187924	14.62212618	11.49523992	14.704666	12.13442383	12.81320516	10.83154842	10.98083628	11.50203342	12.77622026	12.77977681	12.15854179	11.45990865	11.37952713
MEIS3P1	11.92385842	13.84278856	12.74316627	12.031656	10.26000243	11.06287733	14.16552236	15.63339854	13.69169769	12.52726287	11.34941999	11.71223909	15.07928831	15.44018995	14.97589719	14.77064511	14.53863282	13.90948477	14.94932771	13.92859409	12.84609596	14.32559797	10.9375209	10.62130976	10.96272023	10.37719257	10.64375517	9.525307908	16.80397991	13.26785399	13.84197277	11.48169842	11.41745454	15.38037646	14.11792183	12.66678171	10.8492255	11.56782512
PLXDC1	11.13719122	12.1716224	11.65118939	12.09688025	12.58641551	10.16743943	10.71247623	10.9799585	11.57556935	11.34643727	11.78468203	10.94976806	10.27501451	9.5618453	10.30443577	10.88556048	10.09028972	9.634650292	9.939278047	10.08604664	9.150741615	8.753067038	9.343568902	9.008755462	8.788028045	11.3720709	11.60616341	12.85278526	11.33531562	11.01756157	9.651303909	11.21136914	8.991192917	14.03237863	13.66305851	12.80678339	13.1755441	12.15429639
PPBP	15.95659131	12.81517099	12.61315971	13.12848122	12.54784673	15.01674944	17.35538605	18.69919062	17.85578516	15.15076394	15.79923155	16.16917472	17.64138226	18.56921701	16.52978629	16.85754188	16.75401719	17.83353783	18.97999376	18.21877455	14.94347407	17.04796279	11.46804557	12.05221789	12.30095346	11.13064895	11.19903674	11.92995544	19.32666923	16.71763593	17.26665003	14.17119541	13.21580324	13.45899025	13.08553818	12.84442756	14.38990048	16.08983404
MAN1C1	7.766145781	12.3747994	10.58851796	11.10155002	9.202804903	9.229951236	11.86606641	8.284180336	8.422715619	8.201086529	8.321372426	7.805821793	7.904888226	7.793987753	7.90686469	7.877117223	7.621407147	8.890519326	9.76051209	8.062548733	7.570686641	7.314873125	7.762414606	7.577792069	7.709522524	9.556816233	10.13842471	7.780481592	8.34183653	7.831519103	8.867474003	8.17011127	7.512869189	14.09708045	13.21529959	9.120776498	7.929694272	8.777282224
