 	Basophils	CD4+ Central Memory	CD4+ Effector Memory	CD8+ Central Memory	CD8+ Effector Memory	CD8+ Effector Memory RA	Colony Forming Unit-Granulocyte	Colony Forming Unit-Megakaryocytic	Colony Forming Unit-Monocyte	Common myeloid progenitor	Early B-cell	Eosinophill	Erythroid_CD34- CD71- GlyA+	Erythroid_CD34- CD71+ GlyA-	Erythroid_CD34- CD71+ GlyA+	Erythroid_CD34- CD71lo GlyA+	Erythroid_CD34+ CD71+ GlyA-	Granulocyte (Neutrophil)	Granulocyte (Neutrophilic Metamyelocyte)	Granulocyte/monocyte progenitor	Hematopoietic stem cell_CD133+ CD34dim	Hematopoietic stem cell_CD38- CD34+	Mature B-cell class able to switch	Mature B-cell class switched	Mature B-cells	Mature NK cell_CD56- CD16- CD3-	Mature NK cell_CD56- CD16+ CD3-	Mature NK cell_CD56+ CD16+ CD3-	Megakaryocyte	Megakaryocyte/ erythroid progenitor	Monocyte	Myeloid Dendritic Cell	Naive B-cells	Naive CD4+ T-cell	Naive CD8+ T-cell	NKT	Plasmacytoid Dendritic Cell	Pro B-cell
MOXD1	11.09802987	9.506897072	9.214230264	9.253995105	8.985619932	9.908895406	10.89058529	10.04082359	8.994942316	9.107742357	10.3888297	12.02796001	10.23803777	9.937257221	10.32920307	10.38342658	9.371641228	9.352929539	8.888171089	9.536466868	9.17205837	9.276168606	11.78586219	12.25889499	14.77149628	9.62513578	8.810674851	8.618566729	9.574524084	9.156377115	8.893143504	8.501061016	13.55224098	9.507293412	9.176222904	9.021658422	11.56845808	12.13212621
HLA-DRB4	13.84322819	8.059612461	8.139747887	9.685346823	10.75732932	12.61652847	14.66188416	11.17783607	17.3144528	12.57269971	11.25631702	12.50356213	8.593266355	11.35403265	8.306212072	8.833992327	10.5661258	15.06608184	14.12023362	14.20956134	12.93975606	14.15583472	14.82514306	14.59742382	16.30022158	9.683386798	13.70841202	8.578239786	12.05190002	10.99780078	15.80327762	13.14723594	15.96553398	7.949507327	8.384501576	8.602567969	8.940697354	11.41451711
ABCG2	9.438053808	8.269469124	8.327884586	8.267040516	8.350601201	8.207965308	10.57436622	8.839544532	9.180579975	8.185885815	12.7711957	8.662517546	16.44129498	10.38418431	17.87079976	16.53567319	9.154672283	8.288237198	8.561538605	8.387231321	9.190937523	11.25137415	8.011895522	8.296376468	7.841706316	8.237985885	7.854671702	8.079899648	9.099859959	9.662973343	8.062961378	8.243563649	7.952330265	8.046603809	7.954278906	9.522083479	8.588790219	9.772589147
SOX13	8.291893382	8.581180136	8.951492507	9.672630316	10.34816836	12.64546624	8.256314998	8.165079867	8.142999617	8.071564184	8.399945523	8.73596339	8.94473435	7.950901225	8.332456068	8.451337944	8.287010366	8.634441666	8.600193364	8.246126409	8.037839871	8.500251221	8.132711149	8.286863223	8.243523173	12.30922553	7.851249784	11.40358531	8.332476279	7.834257497	8.055773825	7.820394666	8.168123785	8.155044641	8.203989931	9.083568144	8.295950765	8.59978743
MYCN	8.997197554	8.034240351	8.019074598	7.757324612	7.943083238	8.058345367	8.439929472	14.17271228	8.336957515	12.28135524	9.234462364	9.10845029	10.08076038	12.97377114	9.124813225	11.02270041	15.08799555	8.178107662	8.566282728	12.08888144	15.57106115	16.04356359	8.203091756	8.445913321	8.520276404	8.03967375	7.873136858	7.727177043	12.99588304	15.97669767	8.882093972	8.060735741	8.03209508	8.510442089	7.889454508	8.120325287	8.212398708	10.35088243
ADAM19	17.28333896	17.49471936	17.57663465	16.68935546	14.44446911	13.10935592	17.89817615	13.98599498	13.66485478	12.4596595	13.21656657	17.54924462	14.5015651	12.97125756	10.95205627	11.73429773	11.33451239	14.00210685	15.8775557	14.61472857	13.03318891	13.16246959	18.5943703	17.71841062	18.65274875	9.809224114	10.11948383	10.35314956	13.84686578	11.20403145	16.02699025	15.1475326	19.11062167	11.15561108	10.66125877	13.64736068	17.08105701	16.02442887
KHDRBS3	9.394342486	8.061015396	8.095586116	8.108765038	8.304264575	8.16272894	8.083354894	8.897161968	8.65274054	9.779928371	9.731389516	8.456760952	8.355024858	8.755677779	8.554481198	8.829197859	9.711570015	8.383763096	8.489846394	9.547197756	9.600649301	9.796013351	8.161296462	8.102968874	8.085935058	8.56221206	8.591791544	8.264515111	9.432754488	9.752558978	8.512844422	8.494586314	7.96080172	8.389511281	7.909731601	9.098914413	9.468398811	9.721730905
ERAP1	12.90834852	13.70293904	14.07045598	13.98532291	13.92641966	14.20028167	14.35325372	12.51631007	13.82492137	13.23539519	13.65845157	12.88672991	12.22857972	13.60876399	12.29439603	11.8424239	13.39189748	14.44907864	14.14715608	14.12756778	14.22456772	14.28500136	13.3655657	13.32967653	13.58696664	14.10280208	13.89223169	13.93790965	12.95413837	13.18058509	14.18043493	14.12252845	13.41168225	13.47630539	13.66132954	14.16108746	13.12090478	13.18665504
CORO2B	11.05514282	8.104120952	8.518727119	8.26005438	8.117157709	8.204823483	12.45232409	8.947642481	8.108967288	9.377184831	11.06786484	11.00914218	8.636741507	8.665532613	8.856716389	9.113347582	7.844963339	7.863365119	8.578395746	8.607281504	7.910849733	7.602509109	8.233783579	8.281608477	10.0636158	8.80727293	8.738395785	8.579269385	8.813263079	8.312490702	7.98336459	8.823898052	12.88461579	8.01422022	8.052356833	8.836527102	9.619501724	11.20301865
PADI2	13.41428759	9.274714459	9.305411485	9.495072553	9.016387969	12.84470056	13.5373878	11.72404386	16.32471009	10.65314495	13.26216452	13.44492529	13.27222394	16.01784614	9.360411802	10.45539936	11.15683106	15.37992012	15.92947925	14.92864858	9.194292613	9.255829027	9.705112005	9.169167549	10.62869223	8.747129001	9.521901215	9.126996139	13.20137402	10.43403988	17.17976554	15.88513031	8.888516503	9.040184984	8.706269376	10.63668187	9.850226861	14.35127272
DCLRE1A	9.757437719	10.37287268	10.62412712	10.00791846	10.53278155	10.97055581	11.16352625	11.64599912	10.54711593	9.988421218	10.01220012	10.02005898	10.91406754	12.62244191	11.15673962	11.61532194	10.76551152	10.66059075	9.981144806	10.45543748	10.30008878	10.71729387	9.460440576	9.603306076	9.908636517	10.43471949	9.789046214	10.6735232	13.74082599	10.83436608	9.555381896	9.625507058	10.22966269	10.39430428	10.35073562	9.655765427	9.88520728	9.69046202
HABP4	9.77276018	14.15699652	13.60620732	13.54130438	13.17312063	12.98237214	10.54233148	10.13791557	9.393836153	11.59737199	10.29775056	9.315105435	10.14517669	9.623591609	8.850426865	9.450130397	9.471035586	9.656201192	9.621758847	9.470376305	10.3470909	10.53679622	11.91971198	12.80785981	11.9981146	11.45094047	10.1954032	10.7681954	9.774980636	9.492187348	9.451150823	8.98408036	12.21161876	14.06376836	13.88530644	10.86224035	9.0460038	9.818160055
DNM3	9.716300334	9.851326804	9.798436611	9.696201772	9.014088028	9.961441143	11.11959779	13.67601961	11.38460016	9.669674585	9.433367994	10.48035361	11.79770393	14.01616451	10.93940307	11.38115238	11.69568036	12.34541248	13.52331528	10.71010922	10.18150781	11.84772725	9.415490416	10.19647572	9.661608253	8.760087878	8.617952855	8.51795158	15.07028175	11.26338369	9.863090662	8.628971804	9.429943733	10.02859268	9.379960658	8.93050709	9.070858902	10.25486398
LRRN3	10.35102757	12.20555596	11.34677628	13.46588431	11.2256795	10.88533542	16.33323111	13.22920819	8.518237652	11.55307792	10.50023644	9.885441295	9.378624032	9.540590728	9.121864629	10.79370698	9.185373051	11.85539594	12.70483605	9.316941424	8.899634038	8.96705353	8.838334471	8.803746611	8.807439155	8.584456466	8.69248825	8.649557937	12.79637303	8.807619429	9.0942354	9.061697694	8.523747077	15.89255452	16.32188738	10.87154188	8.763096729	11.25262493
BTN3A2	13.13639611	13.87662691	14.2541916	14.22202418	14.81155175	14.93358996	13.9340681	12.83249561	12.55836719	12.44580623	12.89515893	12.61314253	10.83611759	11.15907018	9.532137825	11.43181511	11.38789589	13.77106272	13.22541354	11.95462831	12.25188748	12.19038408	13.34144145	13.42342037	12.74616208	15.21749874	14.03202032	15.88620682	13.49557894	11.6643693	12.90646169	12.17206243	12.5862246	14.42485793	14.52646616	13.98913495	13.24461889	13.0634647
ADRA2A	8.074916396	7.801645637	8.130464771	7.843242402	7.858501605	7.890906917	7.489678887	10.52055662	7.933743153	7.985712704	8.306969241	8.036830509	7.858499535	10.64364	8.191279867	8.97181366	9.515461501	8.003259717	8.18717633	8.150405218	9.029586885	9.780069467	7.844640609	8.082530408	8.085074143	7.594991373	7.85225725	7.729909079	10.74862541	9.866098888	7.811962392	7.746718727	7.646887832	7.950246796	7.961363131	7.85535249	8.310598347	8.423293593
APBA2	9.179276728	14.91053877	13.93371278	15.01756494	14.14556133	15.3409084	14.44387199	11.70881947	8.788557472	11.79827664	11.09603953	9.649171661	11.00715656	12.41483427	10.86429583	10.89570198	12.34216026	14.55656766	11.62714582	12.61228747	9.683774471	9.960016649	9.812380116	9.904681498	10.1278669	14.37195521	10.27447483	15.79962448	12.45737481	11.39090741	8.790865969	9.028235515	9.68579524	17.5464756	17.24006242	9.352156853	9.041467845	11.72094717
LAT	8.676013746	13.10510671	13.38260101	12.75121574	13.55599172	12.91443712	12.17850738	9.859585362	8.43190765	9.653224751	8.673383156	8.507891736	9.056872098	11.12862313	9.198819893	8.858334247	9.381702172	10.92928266	10.20847581	10.04283768	8.21726572	8.689727237	8.301658554	8.449827655	8.386138707	10.2119895	8.606558909	11.52947168	10.79270444	8.622435177	8.239302173	8.408732131	8.086233103	13.85514615	13.33166711	11.42490584	8.397382928	9.134601026
SEC31B	10.79660728	14.36565388	13.69201087	13.3387278	13.39691087	12.20618277	12.25671099	10.35460499	10.79918868	10.97362839	10.33260824	10.59974953	9.897289621	10.85947647	9.302868559	9.676894078	11.38474565	11.71151791	10.64108462	13.73351866	12.05378481	10.95752019	13.06531492	13.32325396	12.37312343	11.82655519	12.10546154	12.37460384	10.44634489	11.39494812	10.78110841	11.93290782	12.93324786	14.26443349	14.91880847	11.76142337	11.27754202	11.12075509
TSPAN5	13.09749455	14.53424941	14.91714995	14.18885494	14.69871933	13.47645176	15.43937026	14.18789171	13.22485929	11.70913612	14.04365041	12.07564507	19.34821227	14.83746345	20.33355282	19.39385635	13.46957459	14.25735408	13.61321703	14.01086406	14.66418183	16.57140708	12.40749743	13.07347596	12.44431035	15.35057982	9.241667728	13.80397431	15.41822713	14.6634827	10.74150562	9.986380596	13.32290304	13.51033092	13.05308802	12.78096769	10.25691506	14.30081903
FUT4	9.557903662	9.023524089	9.066933755	8.598589714	9.457207097	8.628103709	10.95047016	10.28009621	13.67754279	11.38469033	9.963526854	10.30990665	9.3709478	13.47929156	8.561811583	8.865147213	11.76389415	12.5269684	12.65509124	11.33356847	11.77576067	11.61716643	8.304888525	8.305908957	8.550185685	9.042559855	11.52957288	9.232332451	9.897132427	11.83524814	12.96964514	11.2541682	8.663219633	9.14541534	9.191335847	11.30847247	9.616025511	10.72433535
C3AR1	11.32926029	8.759637622	10.19849739	9.060233388	10.60489567	10.7693536	9.603162078	10.38953029	13.80554391	11.89993252	11.02028087	12.86054086	8.768634176	11.90601316	8.314253167	8.970445535	9.014788767	14.62419437	14.43520845	12.07328803	8.536964469	8.311764833	8.21193158	8.094428523	8.056670758	9.874577062	15.23671561	11.1820878	11.3459496	9.187549794	14.4592896	10.58832361	7.836445243	8.258050198	8.253292655	13.24195087	11.04609362	11.15196614
NFE2	9.242754402	7.569735519	7.827922745	7.796097455	7.782962232	7.618333997	8.495085308	11.23169887	10.68361679	9.61937795	10.56652412	9.118277064	14.16969293	10.48329545	16.09224806	15.01505138	11.04127209	9.275263751	10.97217344	10.04423132	9.843234648	10.12213172	7.564738285	7.797890371	7.837519196	8.58888529	8.690269185	7.655059033	12.11836628	11.71479137	11.22658828	8.605493662	7.835229531	7.714648375	7.446380101	8.775667015	9.859771244	8.519784857
CD300A	11.19901369	11.15808369	12.02516246	12.4829104	14.16730366	14.83977821	11.89789582	12.13672842	13.53408313	11.06588398	10.69449797	12.88182687	11.20738442	11.64032948	10.12080636	10.40102662	10.2287018	15.97294734	14.65839189	14.27508557	11.81764086	12.00241805	10.12405936	9.700095578	9.509973997	17.12827161	14.92406763	16.90813498	12.46203543	10.66579622	14.8064849	13.57047114	8.548991256	9.647228467	10.27873716	13.65484937	12.21903746	11.41395785
NCF2	12.88335139	10.13504525	10.04251161	10.05704283	8.608768642	12.09017991	12.06577617	11.22107579	16.28120625	10.37441099	11.48978281	14.24869811	10.81497165	12.66864781	8.76483613	9.263392372	9.142796352	15.19148832	15.49099094	14.21382347	8.971942046	8.651853014	10.60220459	10.47711401	10.39766722	8.192636677	15.60779809	8.304151203	12.56516217	9.732612538	17.41279656	14.85627408	9.852337347	9.997959661	9.100980596	14.15874003	10.13036356	12.27260615
EPOR	11.33463439	11.81119493	11.45033538	10.94960916	11.58853847	11.9564759	14.72761335	14.79184921	12.79155153	13.36078166	12.11502511	12.10342786	16.90852458	15.49897653	17.73618589	17.6583016	15.18523983	14.19609837	13.77556628	13.36678013	11.66636226	12.81145832	10.1909308	12.88117338	13.1082124	10.23759013	14.11981833	10.64872421	15.96697717	14.83017746	13.73451281	10.50220162	10.68902429	11.56611496	11.20141033	12.16611584	9.09000221	12.66575909
NCAM1	7.896129712	7.677831766	7.766074302	7.945626624	9.13627693	11.94606242	9.387114492	8.032537688	7.546963676	7.478561011	7.796651251	8.127500184	8.368345329	8.906803646	8.497917021	8.236075473	8.141265163	12.39828658	9.934754703	8.948154191	7.820679779	8.002413219	7.83911679	8.419615878	7.959750322	16.78349565	7.299187592	14.37701793	9.743753477	7.637973626	7.76865151	7.623425586	8.112179171	8.195663753	8.018170408	8.424621668	7.902451974	8.349335932
TCL1A	14.26377072	8.00277134	8.215230111	8.494990347	8.223079702	8.388083534	15.73594522	9.550955879	8.488668019	9.081703254	8.930109837	14.75280981	9.531971709	9.789940909	8.16947074	9.732424038	7.910453217	8.781729178	12.52281054	9.970762165	7.956902709	7.821879419	9.321884695	7.689955615	11.54109209	8.686587699	9.694977972	8.75277653	9.333111942	8.130681303	8.666444926	8.492359938	17.24317257	7.756769924	7.846749292	8.717618655	12.46714954	15.13984108
PIGO	9.754630915	7.791732514	8.21253678	8.304148951	8.620605661	8.462670839	7.190038083	8.967990264	8.10411493	8.96302504	10.15110262	8.72713397	8.352545199	7.735253418	9.051281835	8.857949319	7.847151808	7.66183383	7.568416782	8.156669482	8.043758273	7.486413583	7.767480834	7.461074491	7.832011224	8.245041843	9.115945933	9.344224052	8.940991632	8.193709494	8.374846266	8.81253748	7.772462894	8.199579556	7.701913036	9.726236058	8.957116491	9.573889724
GATA6	9.019031377	8.230005435	8.168398922	8.629342353	9.398448976	8.9197183	7.850979588	8.490506291	8.277213957	8.718822677	9.307066118	8.47084959	8.667788691	8.792989828	8.167871801	8.842710774	8.418328064	8.020055256	7.864786042	8.303408497	8.131125731	8.103333108	8.010051737	8.125955507	8.072137771	8.962066302	9.072524371	8.376188888	8.545122265	8.133187208	7.947665852	8.306811884	8.029597965	8.403596272	8.32224864	9.377363831	9.225745907	9.081451698
CD247	9.406181246	12.90890965	13.07606598	12.22535148	13.28494274	13.92053293	11.90377457	10.5858179	8.207827396	10.1161835	10.71268248	9.901545845	10.70755694	10.65043705	9.512220072	9.712039583	8.303902056	13.36739123	10.79555029	10.5500985	8.4383803	8.117820393	8.903887583	9.428190775	8.834954499	13.38156267	10.06967306	15.16549425	11.85082625	8.02617758	8.780835098	8.464199203	8.484076932	13.79113578	12.39606538	11.62790385	8.387873961	10.47359062
PRKCQ	9.718317885	15.39145505	15.89080687	14.71046269	16.0313413	15.28198	13.57361261	13.91563037	8.8760241	10.58151568	10.30595855	9.406620298	9.40965987	12.92891716	9.124415488	9.749762061	13.38634475	12.8295526	11.72858835	12.27563987	13.86538085	13.5519211	9.377003817	8.846409102	8.699399392	12.98959649	9.223433009	14.77650915	13.31021799	13.83165321	8.232019305	8.799748059	8.689258033	16.1211794	15.38355505	12.69900025	9.08981578	10.66227096
AQP4	9.322909604	8.520702959	8.136995712	8.165638591	8.757518114	7.888252088	7.287330258	9.085372752	9.622121276	9.367082948	10.20004781	7.880526309	8.352197259	8.143523858	7.822038401	8.848823117	7.888048446	7.238810306	7.511839257	8.214292349	7.534250423	7.25878618	7.401924049	7.424072159	7.21901068	9.181302145	11.01222717	8.902677294	9.198574982	8.526337117	7.61572079	9.24857776	7.264396684	7.523644278	7.720246688	9.908516937	11.82627258	9.081682087
ST8SIA1	8.845450866	11.8246879	12.59906167	11.38633217	10.24697175	8.944940833	8.017350789	8.924764402	8.960194155	9.665447187	9.721518274	8.486303214	8.574867458	8.46340186	8.632811157	9.099479111	8.584835295	8.306243489	8.000669249	9.081815378	8.508319032	8.400154574	8.187053099	8.29786943	8.08882813	8.626596345	8.945095463	8.56730549	9.229166555	9.001314817	8.205864727	8.825691308	8.281253836	8.650973125	8.56510539	9.607226062	10.28877324	9.059620234
PARD3	8.99000977	8.648522797	8.423680154	8.635354929	8.422306888	8.847940372	9.070488549	9.995911713	8.877874088	8.732943425	9.192809207	9.1252226	9.748410765	9.809864516	9.416830291	9.216111207	9.071670092	8.858068632	8.696103459	10.06895776	9.233942545	9.14835676	8.8731498	8.878982547	9.032947541	8.410342883	8.379911649	8.108614594	12.01520153	8.646602721	8.532446872	8.353927624	8.529974932	8.849412408	8.553416374	8.426109425	8.86294585	8.888454097
IGFBP3	8.795341342	10.09473664	11.55910528	9.911675485	10.49234769	11.61459615	7.994798298	8.258809011	7.934215066	8.54115503	8.773917564	8.653630243	8.239110516	8.12614683	8.140197595	8.365634715	8.200623451	8.140650459	8.199482266	8.151662951	7.914724684	8.182971771	8.108216959	8.152072825	8.02538481	8.351126355	8.38129012	9.802194277	8.178798964	8.044116092	8.261091271	8.130026281	8.216060159	8.42044306	9.068793071	8.907746479	13.29062013	9.058018525
FOXA2	11.91836258	10.25332699	10.4590979	10.96764054	10.8861589	10.90711449	8.944794312	11.19821456	10.48171165	11.35375223	11.51545097	11.04940628	10.8811452	10.11736375	11.11453888	11.04220971	9.717039763	9.248642805	9.146913889	10.60815043	9.987812649	9.077237523	9.587542078	9.650495217	8.844614954	10.71051287	11.31011072	10.81621363	10.96109167	10.40948577	10.42373736	11.01172518	9.564502268	10.02100542	9.569975986	12.07438037	12.14464611	11.70223443
FYN	12.79766069	16.72038999	16.5746834	16.67727422	17.092963	16.84864252	15.17193077	14.32726247	14.49152424	12.08578422	13.99597628	13.77653613	12.22913406	13.06855489	10.2775869	10.55388496	11.48972943	15.81757908	15.58286149	14.82905084	12.46148844	13.07518834	14.23623012	13.93466414	13.01550597	16.77674273	14.70242375	17.02303003	15.16627252	11.43134938	15.24086543	14.37145904	14.20093542	16.46700615	16.03840817	15.0457749	11.94950517	13.39197971
SH2D1A	9.557445686	13.18113706	13.61097202	14.62052647	14.69239136	14.14609043	14.54636566	11.22913395	8.616998049	8.821360359	9.468013443	9.242635442	11.07179305	9.750098203	9.936868222	9.823473547	9.433025872	14.11913733	12.79769278	12.01072362	10.40523963	10.60012939	9.553387977	9.377228353	9.937916227	14.22111502	8.725284374	13.37574093	11.85074486	9.023741345	8.972135356	8.41482905	9.374031035	13.11564856	12.96418458	11.78965604	8.572021669	9.757965351
SPAG1	10.39918614	10.99828176	11.37007828	12.0487472	11.11722538	11.2182732	12.41161178	9.361876754	10.77786429	9.943837219	10.56119301	10.4941329	11.87295057	10.54923482	12.15462635	11.16936211	9.699298621	11.66713687	10.81152198	10.86080245	11.66685031	11.12830472	12.61911309	13.39378194	13.2031313	11.69491289	11.15915512	11.00411934	10.07005638	9.904993139	9.893531851	9.546468197	11.93782778	10.37990124	10.54134123	11.03983622	10.07426905	10.07669698
PMP22	8.137995885	7.648730067	7.614933924	7.45039218	7.367222006	7.694731093	8.201885723	9.213453645	11.06858975	12.52223303	7.758063939	10.80220194	8.055467953	12.85271795	8.274059438	9.583486714	13.57969948	8.632717623	9.028163703	12.36315956	8.178029847	9.917631515	7.807304591	7.678202877	7.889722573	7.629420833	7.772485801	7.590086577	8.634669259	12.26551965	10.75978443	13.10456735	7.483759492	7.515908711	8.711017992	7.440452936	13.29813091	8.164368977
CST7	9.390243167	8.843780901	10.64961229	12.54013077	15.49867723	15.3118282	11.49359183	11.07684409	13.16338468	9.547390558	11.69708697	11.32095372	9.434281612	13.82116248	9.680096015	8.763678188	8.969315269	16.15496248	12.61678086	12.93280275	8.671709827	7.984275842	8.06601355	8.08455431	8.258081548	14.22119254	9.690406094	15.53761864	12.23776448	8.571067764	10.76561	9.885613611	8.039686903	8.023752415	8.825857496	12.11837672	9.118217105	12.00382901
LAMA5	8.321098705	8.189802905	7.902765482	8.02838066	8.067110562	8.037737999	8.83591163	8.32810732	8.252358846	8.198879429	8.446117974	8.296929307	8.941122572	8.864971066	9.320460139	8.918050942	8.517687798	7.913709516	7.98316798	7.975865038	7.986726876	8.636505189	9.724966963	10.4426277	9.8086689	8.373745794	7.908090183	7.741352543	8.916219114	8.087640868	7.986494077	7.794301432	9.916914606	8.155703805	8.227092758	8.157737766	8.086107692	8.881825867
GZMB	10.46740127	7.97275873	8.178708009	9.659579006	15.21893086	16.90384472	11.41201968	11.06247564	8.644363063	10.19454128	11.03786018	15.10186268	10.64408703	13.27413088	10.01104255	9.311079501	7.843626071	16.56787318	14.04091636	14.51311803	7.724623016	7.307173386	7.767675323	7.729476451	7.844351372	14.3088981	11.35213534	17.36946912	12.58222767	8.015390814	9.530446604	8.801711756	7.711757393	8.066128541	8.625530094	11.00094831	17.50207542	11.92783269
TLR1	11.18342442	10.67277703	10.20976194	9.447820663	9.752384681	11.23098543	12.63260283	10.28859386	13.96753332	8.706802832	9.499484016	12.10886152	10.03219566	10.8427917	9.674929877	8.955976404	9.409212232	14.33623284	13.81218429	12.57898844	11.0453528	10.95688787	11.23667309	10.98638881	11.21680448	10.16228716	13.61111838	11.04003855	10.67403144	9.410820758	15.26662232	12.3861702	12.52383757	10.00488412	9.778803781	12.33671723	9.706424574	9.970464033
ITGAX	14.96786363	9.635306779	9.492174851	9.918467566	10.5411291	14.93027186	14.33279724	13.71573343	17.65916972	14.74811733	13.66648085	16.37147319	14.75274362	14.53049505	10.3488257	11.37647774	11.44753308	17.85927171	17.01045489	16.42206406	11.21104123	11.17660094	13.92112555	14.03962001	15.79013768	18.55693581	17.97703813	17.79735387	15.23039679	11.3197329	17.61722351	17.74400742	11.17643556	9.559822987	10.20689396	16.29352897	12.28835875	13.98541774
LILRB3	10.73290582	9.503171008	9.648590717	9.695899076	9.886623153	9.563145784	9.492623918	9.793897474	12.64668872	10.94237369	11.47264453	11.67465705	9.749014405	9.882441026	10.09930263	9.996950968	9.70051463	12.2613235	13.03459179	11.71599673	9.193968912	8.92367811	9.117653609	8.501229754	9.143252614	10.13649155	13.50826614	9.981342962	10.98290681	9.64760735	13.51538276	11.52488346	9.003002113	9.04948417	9.001259069	11.9926665	11.80927989	11.33583461
CAMP	10.53063704	8.26440559	8.412203	8.215131047	8.383816624	8.755350704	12.13988556	9.90188983	12.38969794	10.84829207	12.46633204	10.92385138	10.71591323	14.33814063	10.90666639	10.65902983	9.654282357	13.31056149	12.91806617	11.8376932	8.581436175	9.301096288	8.388424383	8.660977327	8.304384014	9.119540986	8.924365494	8.373552319	11.38357067	9.384414582	13.27126432	9.066419338	8.468770974	8.295478132	8.379885119	9.15580951	9.693241549	11.96073336
MS4A3	14.10085447	8.365334767	9.43108204	8.414322255	8.876359694	9.968321571	17.05261914	13.4420371	17.09797215	17.3715419	14.23518571	17.48396839	13.39843729	18.10666953	11.63315462	12.11131444	15.79787533	16.55931152	16.32963282	18.21136851	12.82345729	13.22928324	8.438478224	8.182786585	8.51673341	8.675103975	9.234304171	8.591650673	14.77763743	16.73517808	15.32904334	9.310462257	8.19223706	8.502206984	8.094529597	10.58921095	11.24124298	15.51156956
RGS13	7.901433959	7.902130294	7.80643515	7.765826962	7.912476426	7.969764927	7.415455992	8.161527549	8.036682801	7.812824498	8.15216491	8.98794263	7.977414766	7.7269523	8.223021213	8.433093731	7.548806389	7.611554599	7.511183927	7.995631783	7.760450469	7.426475824	7.856118241	7.552523426	7.94986911	7.804445114	7.579727235	7.605932279	7.923247151	7.742946163	7.746592642	7.719338649	7.491146711	7.764995841	7.90883258	7.997234613	7.778730175	8.253839895
KLRG1	8.245056975	9.753024776	10.49133545	11.87013148	13.22568713	11.97101209	10.84054513	8.436738825	7.818365025	7.895711096	8.168991776	8.466552575	8.723482873	8.262189054	8.302063296	8.497748765	8.924433993	9.687491178	8.822397844	8.48912815	10.31363041	11.0782965	8.274286121	8.311026416	8.571861313	9.027700059	7.743410688	11.66330415	8.505511889	9.225131261	7.703135961	7.826822066	8.408551693	8.867934498	8.722445655	11.35162272	7.98932853	8.42527908
LILRA4	13.35772169	9.69577156	9.907415461	9.451986083	9.687906218	9.92591531	13.06129272	9.963657108	10.37512648	10.49499266	10.31019662	14.19037702	10.49062053	10.40042389	10.4659643	10.20212871	9.963702255	9.745415964	10.72682995	13.22177791	9.586788643	9.266517283	14.35371054	9.895139574	10.64472767	10.10875403	10.74450566	10.02390647	10.54068729	9.523334525	10.22177271	10.39166886	12.31287214	9.820104018	9.396231992	10.30285442	16.52792363	10.69084899
GZMH	10.19832546	8.566298287	9.235911744	12.02981238	16.93419433	17.41685073	10.49293189	11.50972316	9.940888855	10.36035141	11.85703311	9.957507474	12.07940678	13.42682846	10.88288684	9.137124103	8.491241683	15.71455137	12.95987379	14.03093518	7.723856557	7.592002203	8.068335446	7.774015035	7.854812173	13.52786387	10.42975743	15.86641955	13.01959357	8.616279827	9.699597526	9.549023923	7.838793642	7.954444816	9.782542364	12.5747362	10.91086197	12.74971697
CD1A	8.818550951	7.416255663	7.455232195	7.602566732	7.262312571	7.627793303	10.40817739	7.708070101	9.425644628	7.613621935	8.012928199	8.525571568	8.169555545	7.58782276	8.114877291	7.700782101	7.353952127	8.538531837	9.098049584	7.989244619	7.489695489	7.231402451	7.857966458	7.676512993	7.579220941	7.409118238	7.377334653	7.112070811	7.795784738	7.395541556	9.715637721	8.896102422	10.45852086	7.324845675	7.424278049	7.352693497	7.467277358	7.729982192
BCL11A	16.4822192	9.038611136	8.793846425	8.922535055	8.388767731	10.9383493	17.19164467	15.61029537	14.41897269	15.94926439	16.52640957	17.37085307	13.92480825	15.92532549	12.99730479	14.62989966	16.75865399	15.05162129	14.59369266	15.78924155	17.51343378	17.74696048	17.17695742	16.91067398	17.54356131	8.846896347	13.11246083	8.203435574	13.14411973	16.93752562	14.57007214	15.88158822	17.95720082	9.432131547	9.481819319	12.58302156	17.75942729	15.37026275
IFNG	8.244896328	8.503541874	9.704673851	9.644686013	10.27275642	10.42033843	8.456412341	8.26340112	8.206526789	8.387957351	8.978889825	8.544408892	8.240901535	8.053329124	8.642271013	8.179599448	7.928173949	10.23657635	8.150663965	7.859299907	7.854773228	7.882673528	8.047720448	8.07551497	8.282321581	9.002901676	8.089436659	11.92633444	7.988972073	7.900042181	7.679481834	7.827838234	8.024953418	8.204593349	8.042745386	9.455827278	8.109133334	8.953824935
MS4A1	17.50891759	9.352915313	9.740985076	10.87356368	10.05656415	12.06871324	18.61825373	13.79803784	8.002603812	8.837527509	11.18087208	17.88292851	11.37376618	13.47524909	9.729181637	10.1766634	8.22555306	13.02827585	16.29800223	14.87710838	8.825151321	8.130654985	20.27351385	17.6555783	19.57389482	9.746627422	8.626064183	8.663040928	12.66492158	8.346874793	10.39027589	8.813411706	20.46437466	8.87253132	9.225922404	9.123452398	8.354761548	16.09422471
