"","Adipose","Adrenal Gland","Artery","Bladder","Brain","Breast","Cervix","Colon","EBV-transformed lymphocytes","Esophagus","Fallopian Tube","Heart","Kidney","Liver","Lung","Minor Salivary Gland","Muscle","Nerve","Ovary","Pancreas","Pituitary","Prostate","Skin","Small Intestine","Spleen","Stomach","Testis","Thyroid","Transformed fibroblasts","Uterus","Vagina","Whole Blood"
"COL1A2",388.081315408489,91.07,948.325678627914,277.1,4.70921879925259,327.35,658.205612840182,242.679051212861,1.244,199.300351463783,380.4,109.596338094893,45.22,11.95,454.1,94.19,16.135,409.05,600.9,23.67,52.49,301.95,213.005373764305,129.3,97.46,85.195,201.6,199.6,4848,530.3,686.3,0.9256
"CELA3B",0.419642800143754,1.133,0.80721132537389,1.963,0.14234357422742,0.60165,2.26811941336298,0.772847307299757,1.006,0.775809714148207,1.778,0.212389116579327,0.7831,0.9189,0.4175,0.5922,0.1485,0.4725,1.516,10885,0.9362,1.2495,0.454636724409225,1.062,1.493,5.5435,3.788,0.49275,0.89,1.326,1.196,0.2306
"LGALS1",1511.47909076456,538.15,1706.23212287971,564.1,188.589864681817,1138,1618.32485931638,732.063980836598,1130,494.135258211437,1125,416.735993182297,209.8,87.34,836.2,260,375.35,1824,1411,47.305,198,727.5,347.126442546383,200.4,359.2,166.65,277.7,282.55,5352,2298,1169,371
"HLA-B",2049.66854952233,1037.5,1022.05641478715,938.1,224.411171718012,1958.5,1798.52410375632,1170.48081503711,5285.5,735.617138257679,1342,444.658097648859,967.8,467.5,4566,976.9,219.4,1490.5,778.2,226.65,738.4,1146.5,1974.08885876054,2705,6267.5,810.15,396.9,1636.5,503.2,1854,1445,8644.00000000001
"ACTB",3391.19420139826,1451,9447.79494857862,6485,1225.39813934816,3181,3790.80992403364,6608.36619502959,11390,6696.22922222739,5969,722.166163478353,1230,785,4769,1853,390,3371,2804,420.35,1208,3095,2070.64282635787,3309,4196,1949,1020,2214,6347,6932,3686,5002
"HSPB1",620.748357456616,546.4,3011.6435982811,1285,121.647661815632,542.1,993.905573408854,1033.20752269552,145.1,2127.18277875851,1315,830.947275973664,462.3,164.7,522,615.8,1248,484.95,476.6,175.8,211.5,895.1,1699.8897671513,162.6,166.1,246.9,113.8,587.45,649.4,2046,3458,80.93
"CGA",0.137440518225019,0.8239,0.0788894333816625,0.1412,0.228904161963319,0.13915,0.186655019371679,0.106884804304405,0.078165,0.122066654373297,0,0.402124473789685,1.74,0.3817,0.2092,0.25,0.366,0.10605,0.3684,0.3903,10040,1.5075,0.85893114450213,0.0870500000000001,0.14485,0.4646,0.5002,0.20815,0.1138,0.3467,0.2134,0
"AZGP1",40.609015249102,0.98525,1.93129220908658,13.02,5.18527410091494,464.35,2.62633671905961,3.87005626250868,0.3101,2.35323584079391,2.162,16.4229931412487,32.55,836.9,8.01,2664,0.4396,107.5,2.592,235.8,0.9696,641.65,193.336615180979,11.6,0.40345,191.6,41.26,1.0655,0.5594,0.6816,4.517,0.3234
"S100A11",671.214768507803,183.85,876.262045840788,1100,27.1049399379486,626.9,644.014581230534,273.267169015907,100.235,655.698774254703,489.5,121.236688436819,407.8,37.93,1026,1023,35.345,527.6,185.5,94,242.9,604.4,812.237425356212,227.7,750.2,354,139.8,436.85,1618,402.3,2156,3203
"CSRP1",190.258646863351,49.87,1271.52384677206,834.7,186.731072297499,308.75,537.77629866207,1105.71297091884,36.18,830.018329620124,1298,42.5343083096539,88.38,35.45,346.4,124.7,17.755,603.25,239.5,39.635,100.6,669.8,142.025452280355,129.7,138.15,118.55,47.4,190.3,89.41,1407,368.2,17.44
"STAR",0.550682283706111,5411.5,0.441862241900863,1.914,2.48390377219392,0.4535,1.65699454271175,0.495832263323666,1.131,0.827903293999119,2.982,0.245843710101713,0.2977,0.3721,0.4067,0.4771,0.13755,0.27245,895.3,0.35575,2.243,0.54655,5.36162715034448,0.6056,1.3015,0.5017,77.19,0.30305,0.9255,0.8351,1.413,0.2859
"TXNIP",1918.60034903102,692,649.506960613044,1808,59.8953790002314,2336,1837.96179949449,1175.68589691557,95.135,1122.71018641154,1102,377.440008455766,415.6,79.81,1396,810.3,871.9,1881.5,686.4,267.75,283.3,609.9,1419.73502103665,1016,1615.5,649,175.3,986.55,51.06,1595,1134,1095
"IGFBP7",870.190392509008,330.1,4543.81698491285,588.9,74.0506782275714,658.55,878.281524882674,354.911871114185,2.0135,323.618601516124,807.4,416.210270726884,951.2,109.3,608.2,179.2,81.47,1081.5,409.2,116.25,300.9,616.6,179.1135752796,198,459.4,122.55,374,1438,270.1,776.7,631.2,19.51
"MYH7",1.48301731770038,0.85675,1.79894116716499,0.06755,2.32871671568926,1.2485,0.204824415921258,1.10492935748447,1.4525,1.12163194393326,0.5691,1602.45848090931,0.5766,0.5855,1.803,2.832,3654.5,1.956,1.137,5.755,3.263,1.3465,1.6134907690673,0.9777,0.68255,0.8403,2.774,1.547,0.7212,1.001,1.388,1.397
"IFITM2",712.163375391642,185.35,638.535910271603,261.7,43.1495291336099,577.4,731.72712860928,215.302681444313,291.4,254.311366243118,1084,182.129052856176,317.6,471.5,1030,169.8,59.32,913.4,646,59.465,156.6,349,170.244853937279,208,1316,120.6,128.1,462.65,924.3,752.2,473.5,6798.00000000001
"TMSB4X",2640.05783730686,1346,2516.65402061548,1112,889.290076161598,1961,2124.80925767106,1042.73902389438,8773,1135.54253473501,1664,409.218819656047,705.6,232.9,3179,702.4,140.3,2232.5,1416,321.75,459.9,1035,850.967863243679,1387,3749,1392,229.9,893.5,3067,2082,1486,2799
"TNP1",0.217788140441514,0.3611,0.304178261072716,1.357,0.0998831573398924,0.34145,1.37931775935876,0.364457987627322,0.1781,0.326604890218145,0.7861,0.0752628627456637,0.4179,0.4594,0.222,0.4021,0.10134,0.2979,0.8034,0.26,0.5814,0.5439,0.217598291720221,0.3618,0.43285,0.4314,8839,2.3035,0.2944,0.672,0.2864,0
"KRT19",19.8291334433288,4.0865,4.94071119222891,731.3,2.60768362247468,473.8,409.783410083708,52.4612008843797,0.4943,24.427944479437,227.4,1.10517590713935,135.7,2.717,370,1118,0.59285,254.1,136.1,23.115,21.87,269.55,141.875505248451,1026,1.5105,280.5,6.794,50.565,3.833,65.15,452.1,0.478
"APOC3",0.290604253828415,0.33215,0.268660447153311,0.1631,0.0746681786362871,0.32475,0.332853030157489,0.333112913447319,0.1293,0.293858431250665,0.4143,0.134991816270056,1.331,7694,0.372,0.2218,0.078635,0.13775,0.3999,0.34555,0.3946,0.437,0.163286323309958,232.2,0.566,0.39765,1.009,0.29455,0.3898,0.4568,0.3351,0.7139
"PIP",0.200576471950038,0.1259,0.164427178765986,0,0.109287669538717,52.495,1.1731669862208,0.161428017571472,0.0531349999999999,0.202933772902903,1.089,0.0920620971355064,0.09341,0.1473,1.297,8327.00000000001,0.1149,0.2554,0.1889,0.18705,0.2785,1.956,96.9784670220963,0.2633,0.31425,0.13545,0.282,0.4031,0.1689,0.2104,0.2906,0.1515
"DCN",635.918134456854,173.95,390.22325986165,501.5,10.4343503811692,720.35,637.601902596602,197.132947790114,0.83665,277.969983039679,702.1,229.87496616134,61.46,31.9,483.8,131.7,59.805,945.6,1073,23.28,60.91,146.4,282.497248663898,113,2.5735,82.33,57.03,307.2,1017,632.2,487.5,0.8808
"SERPING1",905.141390733256,118.05,1170.27789369567,547.1,20.7717685298279,778.55,984.661097943913,268.483932730692,1.473,321.857157732662,1004,145.943975718639,174.5,1148,920.8,221.1,58.75,924.85,1128,106.15,129.7,330.3,251.605522504952,207.5,236.75,138.9,55.54,426.6,264.6,871.6,566.9,5.881
"TGM2",84.6324909132042,90.27,1222.33493274834,486,20.2175290458809,59.23,1786.40845919448,71.2069086029862,12.075,155.290074345405,563.6,373.924285689791,101.3,330.5,960.4,23.41,37.07,71.03,71.2,18.295,381.3,290,5.85883138734289,147.3,112.35,71.13,12.33,107.35,55.4,619.9,202.5,6.028
"CRYAB",400.987294575339,38.58,694.059875641266,220.9,270.442861955459,245.35,293.613942304162,193.02626110916,1.775,197.842057077666,148.4,1715.08391403218,581.1,5.416,102.8,128.4,1411.5,1084.5,51.67,8.7075,87.87,131.9,141.687876149307,31.86,45.495,30.45,15.12,284.6,79.22,187.6,275.1,1.747
"BGN",219.441715652913,320.3,4970.74278363192,116.2,30.1857724113525,189.1,556.576142782311,67.5165381495592,1.699,87.7456533024236,208,257.31865979832,292.7,226.2,835.5,141.7,17.6,249.05,129.7,41.975,249.4,306.4,149.687225735959,52,557.35,43.145,144.9,517.5,562,415,313,1.94
"APOA1",0.616161772533925,0.64435,0.785339029358408,0.926,0.633288069955944,0.52345,0.667948429958193,0.667236520413346,0.31175,0.650500948497187,2.705,8.00204310142981,0.6166,5751,1.927,0.4689,0.26875,10.19,16.5,0.49325,3.05,0.97305,0.377949001233355,156.2,1.9455,5.862,445.4,2.9735,0.3715,1.953,0.7748,0.5215
"SYCN",0.302575372099442,0.7578,0.500704400488929,1.312,0.1015403017126,0.50885,1.14318138523084,0.508044031187419,0.6838,0.612781671518265,1.521,0.108938432916814,0.4258,0.6494,0.3373,0.3993,0.1242,0.35975,1.257,7924.5,0.5951,0.68735,0.814993404946696,0.5482,1.0245,1.3935,49.03,0.3334,0.4625,0.9085,0.8492,0.1649
"FGB",0.170315376298201,0.49645,0.284816502377633,1.165,0.0537174082074212,0.30505,2.00954282242337,0.250809278027629,0.13225,0.331205273958573,2.03,0.112858451466313,10.13,7935,0.4999,0.3502,0.0649200000000001,0.1371,0.6083,0.71945,0.4764,0.48805,0.117804426096086,0.6044,0.6976,2.6985,0.827,0.27635,0.2933,0.6288,0.4787,0.3988
"A2M",666.078927114326,155.5,1367.06849841682,931.3,58.2463979375909,517.5,379.656281965765,249.346599737244,1.6835,331.37592516353,462.5,186.92721995496,253.9,356.1,3386,217.3,63.685,473.1,130.9,51.42,227.9,424,97.0624902804329,240.9,305.4,167.45,66.48,444.8,13.74,635,263.2,1.612
"DEFA5",0,0,0,0,0.128707309200796,0,0,0.310901333052949,0,0,0,0,0,0.0896399999999999,0,0.207,0,0,0,0,0.2103,0,0.0830977130434722,7762,0.16905,0,0.462,0,0,0,0,0.08491
"CYP17A1",0.796847461528106,7642.5,1.4869367508068,2.254,0.786444045065242,1.0505,2.44540563649623,0.641776571278808,0.3277,0.800325125771511,2.621,0.296140281759656,4.941,2.207,0.891,0.6766,1.314,2.562,2.239,0.68195,1.018,1.0195,0.723483797428917,0.654,0.97635,1.071,15.53,6.644,0.261,1.445,1.233,0.4338
"TG",0.697744817397479,1.1855,0.683300440120403,0.7579,0.553354064598659,0.64995,0.20871367577272,0.682829059946375,0.7517,0.836499405636687,0.3506,0.536141035191756,0.9088,0.5071,1.428,1.251,0.4173,0.7749,0.6689,0.42855,0.7537,2.2625,3.29387098082837,0.7061,0.91915,0.6195,3.735,7510,1.971,0.8677,1.135,1.203
"SPARC",1226.64041966693,516.95,1895.00902628828,402.7,281.060034638738,863.7,722.140152390946,356.481216289751,32.035,276.048156890822,563.5,252.56529731018,225.9,58.13,952.6,155.2,115.2,2364.5,533,48.555,232.1,390.95,321.101055571074,181,309.15,124.35,599.9,594.8,1648,756.7,498.5,34.78
"TIMP3",1214.49524885949,254.4,698.531279411632,289.3,49.6705621366532,943.05,1147.14872729973,231.056889576673,1.0545,335.159771237417,1002,279.310684776731,216.9,21.69,1253,288.3,95.13,920.05,149.7,56.615,228.4,325.7,238.017823603178,131.1,351.45,123.5,131,759.45,207.3,808.2,453.5,1.358
"RBP4",437.971656260401,7.605,14.9033811998873,21.36,13.3938392014968,190.4,4.89598202168222,2.3349152163136,0.264,1.14653895981283,1.45,1.46644051215512,12.7,4148,13.87,5.891,1.387,40.31,3.183,11.15,384.8,5.595,5.45230718425588,2.618,0.5192,5.5595,6.427,3.4805,1.61,1.114,5.52,0.9277
"MT2A",950.710670319504,584.5,754.704963988732,143.9,175.868038001449,652.85,358.41807133198,193.507917576637,69.09,207.402036917522,1012,93.8938459543084,295.4,1773,922.2,309.6,643.45,991.45,244.5,169.35,141.3,360.5,315.711288084274,144.9,100.6,365.5,39.54,628.4,2855,133.7,273.8,33.73
"CRP",0.3628630965728,0.49905,0.340249370125296,1.474,0.0878842412362906,0.56975,2.01540312396203,0.227298842988129,0.1171,0.375476901371328,1.554,0.120252316667991,0.291,6975,0.6533,0.5283,0.10265,0.58925,0.671,4.8985,0.3301,0.66865,0.195456486033682,0.3168,0.4291,0.33415,0.8281,0.3782,0.9112,0.4684,0.4218,0.2159
"EEF1A2",2.03032721005505,115.1,1.65974414314094,9.487,377.219043456234,4.012,0.618613573401632,12.2698718908662,5.8905,6.31439102096759,1.757,720.449000276527,3.116,0.8802,1.869,16.03,2492.5,1.675,2.081,11.245,470.6,19.44,18.7623961097839,3.474,1.2255,21.485,9.324,1.6775,1.104,1.352,2.843,1.38
"CYR61",747.825440272965,64.835,765.754961463801,351,13.3586113796301,456.4,177.639581280297,156.59730327642,1.144,123.086572640854,1710,97.8247388056249,149.3,100.9,576,126.6,50.33,531.2,114.6,37.91,68.64,208.65,230.037572701931,67.25,128.45,117.35,40.05,282,1611,388.9,130.9,1.027
"CLU",316.537493849152,1022,1275.22332087727,530.1,1001.28063655409,325.8,527.907553358808,241.272439621183,1.5585,244.084434594949,634.3,53.3802887083178,185.4,732.9,282.4,339.4,11.335,882.35,260.1,223.85,132.1,267,78.4370738383534,127.7,56.61,180.25,1112,936,17.4,474.4,247.4,50.49
"FTL",8779.45414543007,3646,7608.973520007,6388,2405.72596788237,5355,4694.26357087651,2928.74538142822,4907,2769.23003581878,2929,1133.02019382373,5659,7764,12290,1954,801.9,6633.5,4389,1175,2485,3070.5,1892.93769696894,3833,10825,3272,656.1,5280,14250,3126,2959,13150
"FHL1",480.836502353236,18.515,1096.37939631876,395.3,68.1079876587376,281.5,362.266747721285,337.532664598263,2.6105,410.25427383948,327.7,205.090562617506,20.97,8.708,276.8,37.71,2239,187.85,83.09,5.3395,82.55,212.45,70.5782299306151,116.2,30.75,87.85,43.21,193.35,60.81,455.4,219.3,3.334
"FDCSP",0.0402163236558057,0.06288,0,0.198,0.0085823146581272,5.639,0.0521881960942159,0.225399445079032,0,0.226848521137712,0,0,0,0,0.1507,6709,0,0,0,0.0839350000000001,0.1345,0.0528,0.1316924493872,7.701,10.12,0.1354,0.2135,0.1028,0,0,0,0
"COL3A1",315.342441035028,74.31,627.34325683832,398.9,1.07416568801401,231.7,885.799526386883,377.130790864748,0.86075,169.024984989816,355,74.7963653482144,42.24,26.92,241.1,87.76,14.79,136.6,306.2,24.845,21.75,213.7,130.954158706727,188.6,113.5,137.7,69.37,144.7,2098,747.8,487.7,0.703
"KRTDAP",1.28710996674843,0.65785,1.39362351675853,0.6027,0.850602270459092,1.192,0.988040668598105,1.01430061063387,0.98675,3.6968843272245,1.524,0.687500755555386,0.622,0.5351,1.286,2.041,0.8442,1.4225,2.256,1.094,1.321,1.7935,4235.20691184933,1.257,0.83935,0.90695,16.29,3.0795,1.382,1.479,660.3,0.5899
"FGG",0.193360884225723,8.8625,0.290942706896534,1.24,0.0868379390805687,0.42895,1.82724813201813,0.236495099060243,0.1196,0.292723469391914,1.669,0.124335380569339,0.9697,6623,12.99,0.3556,0.0624150000000001,0.1759,1.236,1.1805,0.4502,0.4077,0.155464711706939,0.3384,0.5534,4.7405,3.049,0.27965,0.2755,0.5619,0.3554,0.396
"TPM1",149.039494800536,38.905,723.168505948952,532,22.3342900089015,186.85,318.095377591089,722.793789694275,1.736,617.924846822083,549.8,1633.33901011999,55.95,17.02,128.4,85.13,610,145.4,164.3,58.875,31.8,330.65,66.0942620497461,120.3,66.8,93.7,33.35,88.375,193.9,687.6,186.1,5.056
"PRSS3",0.410579721249388,1.2235,0.72963265210863,3.953,10.7284730654355,0.66935,2.03679370389231,11.0401553146128,0.78735,6.2629226362648,1.519,0.228983319658977,1.411,3.183,0.6011,1.386,0.1722,0.50515,1.276,6535.5,0.9643,1.203,44.8019038905589,69.89,1.2575,4.3725,6.669,0.5891,4.6,1.137,31.02,0.3524
"TNNC2",5.52403747690033,5.5865,5.91492940723502,2.776,4.45525011633748,4.697,3.30840109553417,4.52448649197371,1.4835,3.35000027586205,4.484,1.59504335223903,1.536,0.7658,4.015,9.265,6735.49999999999,5.8855,9.836,0.7112,4.363,5.0965,6.76818897813383,5.841,2.3195,1.884,8.479,3.788,1.916,7.27,4.212,2.234
"IFITM3",1595.37558237402,592.35,1965.39090864374,822.1,165.26089203577,1379.5,1867.77085272647,824.622946628787,34.785,865.688872770929,2341,440.030554497078,755.8,1087,1863,519.5,143.3,2110.5,1520,198.95,468,929.2,437.51134534924,440,1311.5,325.05,353,1176.5,1677,2133,1188,911.3
"DUSP1",1307.85446096959,189.85,1557.09994838121,922.9,77.9057431540815,986.7,799.087710816758,318.337470397697,9.0365,493.03336743066,1576,187.842526990082,270,408.9,1313,415.6,158.6,1073,901.5,88.99,570.3,789.6,1215.17597410901,180.9,501.55,238.75,133.7,816,291.1,524.3,1035,972.5
"TCAP",3.53585273129541,2.8865,5.83723639859099,2.296,6.5823723312361,3.7095,4.24353192037581,3.02390587613577,1.576,3.14629859526332,6.463,1516.38228538493,2.693,1.442,7.618,6.013,2428.5,7.0955,5.688,0.82265,8.005,6.165,2.89301425633146,2.716,4.8725,2.513,7.402,5.453,1.062,5.134,3.708,2.672
"CKB",144.157156213533,101.55,222.75411156058,567.8,1010.31214226475,93.6,282.822197863381,1214.4301296249,16.69,552.948083732523,545.7,257.612393361184,221.3,7.868,169.3,41.36,46.405,181.5,140.7,30.465,177.7,783.8,158.821900877195,59.04,14.19,770.3,421,246.1,13.19,388.3,260.1,3.203
"TMSB10",2866.49629467938,718.25,1647.59057603232,1159,953.149888270405,2536.5,1679.29818782263,1544.44330209814,4025.5,1387.84487473912,1547,556.122338450003,1121,193.6,3613,1450,192.75,3600.5,4102,326.55,815.2,1047.5,1124.29373942984,2367,2808,927.1,1213,1481,6840,1513,1797,1439
"SRGN",322.254234311014,64.1,246.823197872422,95.5,39.7774205529034,206.95,126.102739938996,86.7862378166418,1735,61.9135159006015,130,62.253290823482,80.06,26.97,610.2,61.49,26.385,253.2,47.92,14.35,100.4,95.675,27.6233331392415,135,599.7,62.81,32.87,140.05,131.1,118.7,83.57,2350
"SPINK1",0.306288283649517,0.48145,1.75595149541555,223.8,0.111249013628305,0.59305,0.900772632378739,7.54907787425053,0.36635,0.417769237985684,0.8852,0.26038551245244,20.61,9.439,0.8742,0.7061,0.1382,0.2747,0.687,4360.5,0.4018,1.258,1.88206956890357,71.55,0.64875,284.8,0.4997,0.31085,0.447,0.585,0.5083,0.2209
"FGA",0.131259604158126,0.4453,0.217716445414229,0.9063,0.0372214582601231,0.221,1.73489561043927,0.210162375468681,0.093175,0.245912270705513,1.125,0.0765627139187015,1.538,5717,2.261,0.2888,0.0477000000000001,0.1125,0.5124,1.7675,0.3127,0.3443,0.10341995359881,0.3885,0.50695,14.365,4.961,0.20085,0.2592,0.4711,0.3134,0.2508
"IGHG1",23.5441663129958,5.2725,16.1819843500577,13.02,0.588641845200214,21.01,118.140391975182,17.1059802275381,128.65,7.81091867835453,297,2.05720444196982,21.99,36.82,340.5,88.83,1.107,11.775,17.53,2.207,6.641,23.36,2.17888345177989,163.1,4049.5,103.1,2.566,21.855,0.6615,24.4,42.14,44.62
"IGKV3-20",12.0818744834217,2.6235,8.60401221179658,5.5,0.320122846202981,26.665,68.4848019353873,46.7762974706078,33.39,5.24496616376998,144.7,1.17410852994969,10.51,20.39,198.9,791,0.66515,5.535,7.582,2.622,3.084,11.54,1.93150507418971,513.9,2045,168.35,0.7708,9.3715,0.4675,9.645,22.56,90.05
"MT1X",610.139967601531,74.48,579.021900358146,70.59,83.0270353079207,528.65,190.541730440132,93.523108285752,16.425,247.690510180129,377.3,75.2444883253865,172.4,969.299999999999,297.2,384.1,1564,381.15,103.1,343.35,129.5,258.65,918.976059471114,75.07,23.45,234.95,34.32,754.5,128.1,67.06,465.8,12.09
"IGFBP6",283.34711181934,75.53,672.0359150534,224.4,12.7978046638959,281.15,646.809979855204,114.226533402685,0.9362,209.3160986086,746.6,57.2524505922283,30.14,5.51,76.14,56.72,21.995,1528,324.3,12.555,251.4,283.45,66.207633495013,67.27,94.51,60.28,52.53,143.85,260.1,296.5,502,0.9003
"KRT6A",1.47306846852245,1.3625,1.29065160966639,5.079,0.525770681326074,1.8195,6.12920247994122,1.11642115374044,1.044,35.8912046589815,5.259,0.657900648410513,0.8631,1.32,2.252,35.07,0.6368,1.0865,2.222,1.058,1.977,3.017,278.663655128799,1.149,1.8725,1.477,1.823,1.4225,5.31,2.179,4695,0.7801
"CELA2A",0.287660669586518,2.4075,0.563040769048682,1.574,0.294859324783435,0.418,1.42794872268753,0.438220155261356,0.6291,0.487114504530566,1.029,0.115441924978616,0.3308,0.5435,0.3488,0.3561,0.0932550000000001,0.38405,0.9925,5500.5,0.724,0.7472,0.271955989804679,0.5573,0.9267,0.9523,1.478,0.3262,0.4594,0.9738,0.6071,0.1528
"HSPB6",453.982334821914,254.8,467.288563983936,427.8,18.0399451223445,286.2,850.34944353068,258.113527242404,0.80255,139.140147351355,537.9,243.572300148647,24.65,9.537,99.43,19.81,867.15,163.3,406,13.835,12.1,189.5,21.404062131676,28.71,7.5175,39,47.69,83.58,77.45,393.4,210.5,0.762
"DEFB1",4.15206827400414,0.23115,0.573455046669269,21.07,0.435670929657904,14.5,4.35591728838301,3.85666346373722,0.1371,6.37360281704226,15.22,0.309450377066653,928,85.32,3.336,1931,0.49945,0.88595,0.3109,268,2.439,29.33,212.238528413605,7.845,0.29445,14.41,0.6233,1.2165,0.1922,0.355,188,0.3981
"AQP1",590.054566008926,30.93,860.253455045426,319.2,55.0890250171911,460.4,334.627561442739,141.008633540359,1.1125,390.961524677575,453.4,129.170541982432,302.1,11.93,1017,178.8,60.065,633.25,35.31,162.25,28.15,183.15,210.167918964979,74.97,27.71,47.77,19.36,249.5,6.812,381.4,335.2,5.389
"RHOB",934.252431164977,444.2,1731.62887987049,995.1,247.556039798777,785.1,1216.74475979164,715.017737210469,19.985,582.409147835024,1855,200.448380484927,167.9,269.8,645.1,188.9,236.15,923.05,745.3,70.48,223.1,620.9,599.699592142362,182.4,212.15,328,116.7,330.85,98.33,710,566.6,97.28
"LMOD1",137.696746537185,66.21,1149.53451510025,788.3,6.99159767325265,121.2,304.037604239215,460.699263590489,0.57095,452.941948401664,377.6,15.6983292577431,7.542,2.45,79.34,30.21,31.92,159,108.3,4.7445,7.34,244.45,41.9514633045255,64.87,24.86,61.335,39.32,76.75,11.39,595.8,168.4,0.6426
"HLA-C",1036.38023405114,659.7,857.098306176181,681,137.528787804176,1035.5,1201.40654522503,734.907072937881,2280,486.835837018609,1065,288.317057913978,594.5,393.5,2500,689,146.9,812.25,649.4,181.65,629.9,745.5,864.691521270712,1385,3094.5,571.7,156.9,925.25,485.2,1240,873.4,5046
"C1R",539.912797962851,203.85,614.766808733932,461.3,7.95205937738873,499.85,750.522720880746,246.460663540693,3.946,280.723142343545,710.6,121.714840178358,80.02,922.6,457.3,168.8,31.525,664.45,917.9,39.865,67.55,290.65,182.814090863568,214.9,265.85,108.15,67.2,340.15,556.9,481.1,581.4,3.154
"SBSN",1.13649526093553,0.51825,0.963504369189586,0.8078,1.05826540900694,0.7703,0.69397278608601,0.675945016997873,0.8201,13.8723816275869,0.4898,0.519825341939001,0.3292,0.5072,0.8119,1.431,0.6545,1.134,0.9023,0.51535,0.7459,0.69955,2643.55289226742,0.8188,0.70625,0.6801,1.187,0.86255,23.03,0.8793,977.7,0.5059
