"","A-431","A549","AF22","AN3-CA","ASC diff","ASC TERT1","BEWO","BJ","BJ hTERT+","BJ hTERT+ SV40 Large T+","BJ hTERT+ SV40 Large T+ RasG12V","CACO-2","CAPAN-2","Daudi","EFO-21","fHDF/TERT166","HaCaT","HAP1","HBEC3-KT","HBF TERT88","HDLM-2","HEK 293","HEL","HeLa","Hep G2","HHSteC","HL-60","HMC-1","HSkMC","hTCEpi","hTEC/SVTERT24-B","hTERT-HME1","HUVEC TERT2","K-562","Karpas-707","LHCN-M2","MCF7","MOLT-4","NB-4","NTERA-2","PC-3","REH","RH-30","RPMI-8226","RPTEC TERT1","RT4","SCLC-21H","SH-SY5Y","SiHa","SK-BR-3","SK-MEL-30","T-47d","THP-1","TIME","U-138 MG","U-2 OS","U-2197","U-251 MG","U-266/70","U-266/84","U-698","U-87 MG","U-937","WM-115"
"CALM2",2117.1,826.1,1019.7,427.9,394.7,453.8,636.8,1978,1169,1269,1135.9,747.4,778.3,731.4,976.4,1330,542.5,912.5,591.9,1724.2,733.3,383.7,784.9,366.6,903.1,621.4,851.5,582.8,270.9,568.4,1220.6,1051.7,775.2,745.5,587.5,2749.9,484.6,1009.3,582.1,803.5,427.3,283.1,1179.1,674,1160,348.1,887.3,2035.3,801.6,554.1,799.2,518.3,380.3,881.7,994.6,1167,568.9,1375.4,491.9,423,746.6,671.3,572,1307.4
"HMOX1",8.9,137.4,1.3,28.7,81.7,24.3,701.9,59.3,33.5,29.9,33.8,56.4,8.2,0,14.5,44.7,7.5,9.3,1.2,9.7,238.2,6.9,3.2,31,95.5,138.7,7.7,40.5,79.3,2.3,212.7,10.7,81.6,0,51.4,86.5,6.1,0.1,2.2,15,15.9,0.9,12.4,16.4,17.4,65.4,2.6,2.1,191.3,11.9,9.5,6.5,1.6,30.3,414.7,19.8,64.6,56.9,34,42.8,5,399.9,3.6,7.1
"SULF2",0.4,18.6,92.2,0,13.2,1.6,8.2,13.7,0,1.6,2.9,30.4,42.7,2.6,318,13.2,202.7,28,185.8,0.7,0.3,18.3,0,17.5,56,14.6,0,4.3,75.7,589.4,1.7,8.6,15.3,0,109,1.6,529.8,0,0.9,18.7,193.8,0.2,0.2,27.2,149.2,0.8,9.7,2.2,34.9,0.2,0.1,1.2,1.8,14.4,0,2.1,0.2,18.6,4.1,1.1,0.9,0.4,0.1,2.8
"AHNAK",162,97.2,9.7,40.9,289,392.8,67.1,139.4,163.1,95.7,55.9,77,56.8,0.2,57.5,428.9,213.4,42.5,145.6,126.3,140,6.2,20,106.5,18.9,67.8,24.6,124.2,148.2,168.7,202.2,141,179.1,19.1,99.4,176,54.9,0.3,38.1,2.7,149.4,0.3,43,77.2,173.2,95.5,0.4,9.5,176.3,51.8,55.4,125.2,19.1,468.9,179.5,123.5,212.6,60.8,18.7,3.7,0.4,135.3,8,60
"RPS15",1586.4,1724,807,1036.1,514.1,758.5,1354.5,784.1,597.5,1013.7,824.1,2540.3,549.1,1598.4,767.7,465.8,995.9,830,824.9,411.5,1736,3860.2,658.4,1159.8,1990.8,664,1496.9,1178.7,973.9,982.8,738.9,551.4,812.9,1352,2243.4,574.3,2442.3,1256.8,1592.3,1853.1,2235.8,1466.7,943.3,2033.5,750.7,1568.3,1543.3,1646.3,831.6,997.4,2090.7,958.4,1685.7,808.4,903.1,1093.3,1716.1,1719.3,2049.4,1998.2,1489.1,888.5,1327.5,1057.7
"SAT1",54.1,111.6,30.4,44.8,175.6,72.8,80.7,75.4,121.2,20.2,49,48.7,157.3,73.5,150.7,16.3,81.4,16.9,395.1,76.2,31.6,68.2,44.8,35.6,340.9,275.2,38.6,40.5,157.1,297.7,169.1,632.1,151.4,19,63.4,53.2,45.2,28.7,138.4,20.6,52.3,27.3,19.1,85.5,523.2,100.3,10.3,9.5,96.6,153.5,138.2,29.5,7.2,56.1,173.4,9.2,99.1,36.8,28.3,6.5,15.7,102.7,22.4,33.7
"GJA1",0.1,39.7,187.2,0.4,69.5,43.8,0.4,122.1,236.6,44.3,112.5,0.6,0.3,0,15,43.9,16.5,5.3,63.6,148.9,0.1,48.1,2.1,11.9,0,105.9,0,0.3,121.3,67.8,174.9,48.2,306.6,0,3.1,7.9,6.5,0,50.3,370.8,44.2,0.1,0,2.6,144.6,16.9,0.5,3.2,0,0.2,0.1,14.1,0.1,222.7,143.9,42.2,115.8,78.1,0.1,0,0.1,348.4,0.1,20.7
"CD79B",1.5,0,0.5,0,0,0,0,0.5,0,0.2,0.4,0,0,751.6,7.4,0,0.2,0,0,0,0.4,0,2.4,0,0.3,0.5,0.5,0.4,0,0,0.1,0,0.9,1.1,40.5,0,0,0.5,14.4,0.4,0,317,0.8,3.2,0,0,0.6,0,1.9,0,0.6,0,10.9,1.3,0.1,3.6,0.3,0.5,39,37.2,986.5,0,1.7,0
"MFAP4",0.3,0.6,0.6,0.1,262.3,405.8,0.7,36.7,125.8,4.2,3,0.2,0,0.1,0.1,213,0.2,0,0,0.8,0.3,1.1,0,0.1,0,224.2,11,0.2,294.1,0,2.5,0,0,0,0,0.3,0,290.1,20.6,6.9,0.3,23.2,23.4,0.4,0,0.1,40.7,360.1,0.4,0.1,0.2,0.4,53.7,0.1,48.7,3.4,2.1,0.1,0.3,0.3,0,46.4,11.7,0.1
"C12orf75",33.1,54.5,14.8,12.5,38.2,74.4,25.9,710.5,379.9,163.8,96.8,100,2.8,7.7,309.2,303,55.5,33.7,32.8,187.4,193.3,56.5,31.9,11.5,16.2,6.1,21.5,31.4,32.8,7.8,60.6,50.6,19.5,1.6,39.5,145.2,10,90.5,152.8,35.2,124.9,17.7,38.4,7,287.8,3.1,78.9,17.2,34.7,5.3,10.5,19.6,4.4,33.1,178.9,71.3,66.6,87.8,24,37.2,36.3,40.6,7.1,49.9
"SFRP1",0.1,25.9,74.9,1.8,46.3,2.7,13.9,112.2,563.8,184.2,182.4,0,15.6,0,0.6,0.5,0.8,11.2,38.5,268.7,0,2.1,0,0,0,5.3,0,0.6,8.6,184.8,19.9,14.8,5.1,0,0,3,0,0,0.1,205.5,0.2,0,15.2,0,319.1,0,4.8,19.5,5.8,0,32.1,0.1,1.4,1.6,0.1,20.8,0.2,15.1,0,0,0,0.2,0,275.2
"MUC1",13.3,7.4,5,4.5,2.6,2.9,1.7,4.7,9.9,5.7,14.8,0.2,1005.2,0,77,7.3,20.5,1.1,0.2,1.7,10,0.8,1.6,65.1,0,2,0.3,31.7,6.9,1.5,2.8,1.7,1.8,8.2,11.1,3.5,91.9,1.3,0.7,3.5,2,2.1,0.6,19.9,654.7,0.7,6.1,2.3,29.7,36,1.1,360,3.7,1.8,3.9,7.1,9.8,1,13.5,6.7,0.1,5.7,0.8,1.4
"XBP1",67,45.9,70.5,102.7,90.7,101.1,174.5,110.5,180.8,119.5,164.4,68.1,91.6,207.3,59.4,94.4,92.4,138,46.1,106.8,120.4,77.6,79,30.6,241.5,240.2,131.5,71,65.9,272.7,85.3,279.8,86.6,70.8,254.8,65.4,732,18.6,99,49.6,73.3,153.4,75.9,274.4,89.2,83.9,111.4,96.2,83.7,650.1,267.7,951.2,126.7,48.7,72.2,73.7,72.9,39.2,456.6,317.4,119,95.9,164.1,110.6
"ENG",1.1,0.9,7,0.4,80.5,56,203.4,119.9,82.2,68.7,41.8,0.4,1.1,0.7,63.7,203.4,2,0,16.5,23.7,0.6,0.3,36.5,53.7,3.1,76.4,15.5,0.4,99.6,3.9,96.7,26.8,402.6,0.6,0.9,72.9,0.6,0.5,1.1,1.7,3.8,58.9,11.8,0.9,0,0.3,0.9,1.8,79.6,48.5,15.2,12.4,19.4,810.4,237,13.7,147.7,0.5,3.8,0.8,0.5,63.5,39.6,79.6
"CDH1",123.8,13,0,0.5,0,0,645.6,0,0,0,0,192,281,0,2.9,0,273.9,0,110.5,0,25.6,3.6,0,0.4,34.3,0,0,1.5,0,154.9,0.1,0.4,0,0,0.1,0,148.2,0.2,0.7,5.6,0.8,0.1,0.2,1.3,41.9,189.4,9.8,0.8,1.6,0.1,45.7,189.8,0.2,0,0.4,1,0.6,0.5,0,0.2,0.2,0.3,0.1,0.2
"TMBIM1",160.9,59,3.5,43.9,277,118.6,183.2,149.5,175.8,95.2,113.9,138.8,390.8,30,118.5,202.9,271.4,61.6,284.4,97,141.2,23,238,30,138.2,153.3,2.8,220.9,117.2,263.4,210.2,204.2,92.2,150.6,54.9,151,5.7,2.4,29.3,2.8,54,5.9,27.7,23,104.5,454.8,3.9,3.7,62,160.3,96.5,54,27,137.2,180.3,53.2,79.4,53.8,28,32,12.7,176.1,32.8,104.1
"GYPC",1,0,136.8,0.2,68.8,61.2,0.1,17.7,131.8,23.1,71.7,0,0.1,0.3,0.3,46,0.3,78.6,0,8,64.1,0,216.3,0,0,315.4,67.5,0.5,143.7,0,19.9,0.1,0.7,269.6,139,50.4,0,0,85,41.1,0.4,14.3,9.9,0.2,7.8,0,0.2,0,0.2,0,452.6,0,154.2,45.9,92.8,0.8,6.1,0.8,242.8,154.7,0.3,44.7,95.2,85.6
"RPS5",1549.7,2315.1,943.3,1415.7,1246.9,1636.8,1437.4,818.9,1298,1085.2,719.5,1585.9,1119.9,2617.1,1121,1071.4,996.7,1579.9,1710.6,465.3,929.1,10370.7,1303,948.1,1662.5,1888.1,1952.9,1043.3,2171.5,2804.3,1214.2,2110.6,1288.1,1679.5,1365.7,1051,1100.8,1918.6,1063.7,1588.4,3159.9,2089.5,1324,2237.2,977.7,1756.1,1680.4,1887,720,1438.6,1562.6,1043.1,1982.8,800,1723.8,1340.5,657,1768,1931.5,3222.3,1850.1,1070.8,1419,969.9
"RPL19",1731.5,2389.8,1851,2128.9,2294.1,2939.8,1870.7,1540.4,2991.7,3428.2,2864.5,2393.1,1616.9,3444.9,2942.3,2033.5,2919.6,2936.1,2702.9,1830.5,1824.5,4572.9,1545.6,1328.3,2587.2,4373.2,3389.9,2011,3429.3,2924.2,2850.9,3930.5,2687,2722.1,1974.1,2149.8,1488.6,4565.7,3748.9,1921.4,1797.6,3035.2,2577.2,3356.7,2518.3,1947.6,2674.5,2673.8,1188.9,28538.8,4458.7,3479.8,3596.6,1566.2,1422.4,2027.4,2056.9,2807.6,2742.4,2669.1,2438.3,1905.9,2506.3,1863.5
"NASP",165.9,99.6,511.1,171.2,58.7,31.4,234.8,127.3,90.8,213.2,277.9,169.2,117.9,254.5,97.8,50.8,159,360.1,115,281.7,151.7,202.9,413.4,132.2,220.4,25.2,386.3,163.6,38.1,27.7,253.1,67,132.3,352.5,146.5,131.1,99,446.6,280.7,754.3,86,633.6,439,238.6,86,150.7,232.9,253.9,262.8,104.8,120.4,94.8,252.7,70.3,103.8,336.7,189.9,205.3,94.9,175.7,423.1,105.2,239.3,105.6
"PAGE2",1.5,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0.3,0,0,0,0,0,1.5,0,0.4,0.3,0.3,0,0,0,0,0,0,0,0,0.5,0.1,0,0.2,0.2,0,0.3,0.7,0.1,0,0,0,0,0,0,0,0.3,0,0.4,0.8,0,0,260.7,0.8,1.5,782.4,993,0.6,0,0.1,0
"INSIG1",136.6,25.9,73.8,43.9,132.6,179.5,39.6,10.2,140.7,33.5,229.7,14.7,194.6,72.8,32.8,73.7,73.3,53.4,65.2,40.9,29.2,139,24.6,35.4,0,79.8,38.2,388,117.1,35.3,276.2,19.5,40.4,46.4,871.4,38.9,62,188.1,79.2,78.1,16.3,39.2,0.2,409.3,213.6,61.1,65.6,46.7,43.3,21.9,50.5,26.9,106.6,45.1,39.2,12.3,70.1,26.8,223.7,38.8,62.1,170.4,144,37
"ID2",1.7,120.2,52.7,61.1,57.7,9.3,196,127.1,14.4,61.3,27.1,220.2,6.3,2.8,163.7,200.3,100.1,36.2,0.7,18.7,675.4,418.6,86.7,54.2,223.5,20.8,57.8,229.1,16.9,2.1,30.4,1.4,1.1,5.4,79.6,86.1,34.7,6.1,5.4,97.1,95.3,8.7,35.9,50.1,50,47.6,118.1,150.8,8.4,84.4,9,17.7,28.8,22.2,79.7,14.9,112.2,7.4,6.7,5.2,57.2,99.9,172.4,44.2
"CLDN11",0.5,1.1,1.5,0.9,254.1,324.5,0.9,4.8,20.5,28.9,50.3,0.1,57.6,0.7,266.5,31.1,1.1,0,0.1,48.2,0.9,0.8,1.3,1.1,16,95.9,0.7,1.2,124.4,0.2,170.3,0.1,345.5,0.7,0.9,0.5,0.2,0.3,0.9,7.7,7.7,0.6,0.3,0.3,0.7,0.7,35.3,0.7,0.9,0.5,0.3,0.7,0.1,539.4,0.6,1.4,10.8,0.2,0.5,0.6,0.5,0.5,0.8,0.5
"IFI30",80.5,43.2,0.3,28.9,6.1,8.7,80.7,8.3,10.7,25.1,67.6,89.6,140.9,385.9,75.2,24.1,62.6,58.2,15,2.9,134.4,37.1,5.7,59.1,105.7,72.8,13.1,35.4,38.6,34.1,44.3,12,1.4,69.4,236.5,11.1,137.5,6.3,1.3,17.5,43.6,48.5,3.5,408.1,60.6,2.3,4.9,6.3,175.4,287.2,7.5,24.6,4.6,2.1,45.4,29.2,89,8.3,8.4,467,210.8,125.1,83.4,7.2
"COL5A1",0.5,15,12.8,19.1,129.4,141.2,7.6,370,71.1,68.3,76.1,0.2,0.2,0,89.2,317.6,4.9,0,0,20.2,0.1,0.9,0.3,194.4,0,222,0.1,2.3,144.8,0.1,70.8,4.3,73.9,0.1,0.9,32.5,3.1,0.2,0.6,7.5,7.8,14.2,48.5,1.2,0.1,0.1,6.3,2.6,305.8,1.3,0.2,0.5,0.1,123.9,150.4,66,176,76.6,0.2,0.1,0.2,118.5,0.1,26.1
"RPS27L",122.1,347.9,335.8,85.8,333.6,400.1,327.9,364.5,248.2,86.5,219.2,58.7,166.9,93.5,142.2,322.1,46.5,119.8,152.4,150.4,90.4,144.3,96.7,215.8,346.9,468.5,68.8,252.1,327.4,201.7,210.4,121.8,445.4,90.2,91.6,652.9,148.2,89.8,85.1,100.5,102.8,78.9,157.7,102.9,198,222.1,57.8,79.4,166.2,49.1,239.7,136.3,133.6,464.2,481.1,479.7,99.3,160.5,108.5,91.1,79.2,506.8,184.4,444.4
"CTSA",98.5,102.9,20.7,88.7,581.5,305.3,46.4,133.8,339.9,157.9,213.7,177.6,259.3,17.1,168.6,231.8,155.4,58.6,76.5,102.1,43.8,48.7,57.4,53.1,256.9,158.5,81.3,221.7,253.6,91.3,110.1,19,156.5,57.4,257.7,155.5,177,21,59.5,21.4,247.8,37.4,104.7,92.9,102.8,78,49.6,42.3,279.7,340.6,346.6,105,97.3,142.1,333.3,82.7,180.4,104,134.3,166.1,11.7,595.7,104.8,140.6
"GNG12",52.5,49.9,57.1,29.1,165.1,145.4,57.2,154,192.1,146.7,137.1,21.7,51,0,71.4,199.4,39.1,37.6,107.1,266.3,0.4,25.7,0.9,33.2,0,80.5,0.1,2.7,91.1,63.4,168.4,170.2,209.4,3.2,0.2,146,7.7,0.1,0.3,43.9,63.2,0.3,115.4,0.6,115,42.4,15.5,28.4,133.9,38.9,192,25.2,0.7,265.3,179.5,123.7,307.8,94.2,2.3,0.2,0.3,112.5,5.5,247.7
"CTNNA1",195.7,144.8,234.8,328,138.7,154.6,348.5,187.6,225.3,193.4,254.1,277.7,260.6,0.7,172.7,258.5,148,170.3,261.5,232.2,119.9,131.6,84.3,176,140.1,204.3,1.3,77.3,101.9,206.8,248.8,207.8,331.2,47,67.5,189.1,151.1,1.8,18.3,95.9,3.4,80.8,134,93.5,332.2,235.5,111.6,132.3,434.3,424.9,262.8,189.2,43.2,277.2,213.9,122.7,126.6,128.7,25.7,47.7,9.2,202.2,31.7,282.2
"PSAT1",195.7,133.7,120.4,201.1,24.3,29.1,276.8,156.8,106.9,86.2,167.7,31.8,37.1,103.2,76,325.9,191.9,216.7,147,133.1,132.1,68.4,44.4,45.6,200.8,272.8,221.4,75,96,853.3,123,250.5,71.4,48.3,259.1,64.8,63.9,76.8,28.2,279.8,148.2,42.8,76.6,118.3,95.6,40.9,65.1,135.9,54.5,66.1,580,39.7,233.1,16.3,23.1,78.5,80.5,126.3,185.8,168.2,0.5,265.1,169.7,111.3
"VAT1",33.6,203.8,52.6,108.8,376.9,302.1,71.8,79.4,226.9,82.4,160.7,115.3,72.5,5.4,120.6,302.4,51.6,95.6,57.7,79,13.3,115.2,32.2,75.3,187.4,296.5,140,237.7,168.3,84.5,152.1,53.9,353.4,68.3,8.6,186.6,27.9,207.8,47.5,67,97.3,33.8,63.6,13.2,76.1,61.1,58.5,99.6,53.6,22.1,520.9,77.2,66.4,349.4,196.9,97.8,208.9,18.7,14.7,21.1,9.7,198.2,102.3,30.5
"MAGED1",18.4,68.1,233.2,189.7,125.2,229,122.3,235,288,140.5,231.2,128.2,61.8,21.2,49.9,410,13.6,219.7,70.9,108.8,29.4,75.8,17.9,0.2,137.9,117.3,59.9,31.4,224.7,25.2,127.6,22.3,152.7,28.1,40.8,255.7,146.9,69.3,15.8,186.2,142,79.6,147.9,2.8,117.8,29.7,71.4,357.9,0,60.2,32.2,135.3,12.5,149.8,64.5,175.5,216,26,28.5,41.2,41.7,250.2,5.2,171
"PXDN",34.8,12.5,71.2,0.1,136.2,126.9,52.7,195.7,148.3,92.3,105.2,0.1,0.5,0,305,178.6,7.4,0.3,102,121.5,0.5,2.2,0,96.9,0,165.2,0.5,0,146.1,29.7,112.4,64.5,206.4,0.1,0,118.8,18,5.5,5,58.3,48.7,12,242.9,0.4,88.4,0.1,0.3,140,0.2,55.2,0.3,25.3,0.6,197.5,160.6,84.1,5.8,149.6,0.1,143.1,0.6,0.7,0.1,0.2
"RCAN1",41.7,8.6,47.3,28.1,17.6,11.1,28,148.5,146.7,66.2,68.8,44.6,39.3,0.6,7.6,80.2,3.6,35.4,25.5,92.3,25.2,19.4,8.5,11.1,17.5,82.9,12.1,26.1,30.1,23,84.4,45.2,19.8,16.5,32.8,39.7,17.6,116.6,7.7,27.4,21.8,49.7,36.3,15.5,17.2,65.2,27.1,10.7,136.1,61.6,987.4,104.6,17,21,234.3,25.7,37.1,35.8,30.2,18.6,5.8,76.4,34.7,803.4
"SEPT11",76.1,31.5,323.7,271.4,131.7,106.6,90.9,419.4,309.2,102.6,150.1,52.9,55.1,1.4,94.8,466.1,32.2,112.7,52.6,164.7,105.6,33.5,153,31.2,31.8,140.4,73.5,61.1,141.3,24.7,159.9,45.8,140,64.1,33.5,274.3,38.9,98.5,2,110.9,16.6,129.9,359.6,7,47.2,75.3,131.7,88.8,102.1,40.6,61.8,46.3,24.9,150.4,361.8,115,169.1,76.8,21.7,16.7,0.7,136.9,7.8,75
"ASNS",115.3,44.7,48.8,371.5,26.4,37.7,115.6,80.8,48.9,41.6,128.7,53.1,45.3,73.6,44.1,151.4,51.9,132,108.1,102,120.4,87,29.7,16.8,33.1,294.4,169.2,78.2,77,357.7,58.7,274.4,30.9,168.3,254.8,59,212.9,5,35.7,67.2,124,14.7,9,188.1,21.9,20.5,250.9,170.2,26,97.6,403,52.2,99.2,7.8,21.6,151.1,54.4,37.4,317.7,156.2,268.5,267.6,74.9,212.3
"ERBB2",33.9,41.7,49.8,29.8,40.7,28.9,65.6,22.9,36.5,54.7,48.1,28.8,91,2,51.7,48.6,104.2,2.9,43.9,26.4,4.8,35.4,1.6,24.6,38,29.6,0.8,0.9,29.7,40.8,36.2,16.8,21.1,5.5,1.6,36,45.6,5.6,1.9,90.7,10.9,3.5,19.8,3.8,45.6,95.9,11.1,2.8,54.7,2343.7,13.1,83.3,1.4,2.3,29.7,40.3,35.1,14.4,4,2.3,2.3,2.9,0.6,97.3
"EZR",574.8,317.7,84.3,114.2,6.3,7.1,479.1,170.6,53.8,207.3,181.8,342.8,311.5,469.8,183.7,180.2,433.9,175,161.2,248.3,215,100.6,12.4,142.5,125.9,185.8,130.8,85.7,11.9,123.9,210.5,155.7,123.6,118.5,224.5,109.1,132.1,188.6,125.3,142.5,107.7,158.7,38.8,104.2,347.1,156.5,181.7,133.4,374.7,375.8,30.1,115,144.5,157.3,70.7,239.6,92.7,260.2,163,145.8,386.2,44,65.5,86
"FDFT1",195.4,102.6,655.9,207.6,107.7,186.6,137.5,79.9,184.5,125.1,270.6,126.4,279,186.8,36.6,104.6,172.6,362.7,791.3,136.1,43.5,210.1,153.9,64.1,293.8,263.6,81.6,91.8,165.4,178.7,306.1,126.3,147,218,327,122.8,113.7,278.9,137.4,458.3,52.5,152.7,147.4,267.4,485.2,775.2,199.1,97.3,98.8,116,207.2,215.8,174.6,132.5,50.8,115.1,21.3,49.3,58.9,141,256.9,90.4,241.5,155.1
"TFRC",150.1,138.5,68.1,130.5,102.5,60.4,415.1,202.7,147.5,153.8,265.1,310.6,135.4,125.3,418,69.7,228.4,246.4,57.2,194.3,783.2,74.5,596,87.4,120.2,98.9,437.4,113.5,71.1,55.9,142.7,98,46.6,251.9,116.9,109.1,121.5,145.9,73.5,211,287.7,87,99.3,146.4,112.4,340.7,184.8,68.9,245.7,449.7,42.7,549.1,76.6,58.8,192.6,165.6,160.8,301.2,35.1,266,187.3,223.9,115.3,119.3
"IFI16",37.9,2.9,14.2,0.6,66.9,224.3,0.4,75.9,193.9,229.5,317.1,0,47.4,180.1,71,42.9,108.3,2.2,65.3,95,72.7,1,58.1,12.5,0.1,152.9,18,3.7,220.7,115.3,126.9,137.1,219.8,1.2,128.8,115.8,0,241.7,13.2,38.3,30.1,128.1,88.5,202.7,26.3,12.9,7.8,0.2,124.5,0.7,199.9,0.4,17.7,122.3,62.3,31.3,167.1,31.5,126.4,58.1,162.1,177.2,57,153.3
"NME4",0.8,278,264,342.7,71.9,127.9,57.7,121.9,140,198.6,177.1,170.9,156.1,2.2,100,179.6,3.5,150.7,111,60.3,117.3,200.2,135.7,28,189.6,165.9,88.5,47.1,172.1,57.9,131.4,9.9,116.1,142.8,18.8,134.4,196.1,78.6,88.3,273.2,62.8,444,57.7,54.9,112.4,1,92,446.3,39.2,2,105.4,169.1,173.7,142.5,149.2,230,95.3,30.2,2.3,1.4,56.5,64.9,15.7,176.1
"CD68",211.6,43.9,3.1,3.1,324.1,125.3,2,63.8,166.1,91.3,110.8,8.4,62.8,2.1,79.2,171.2,9.4,1.2,34.2,64.1,1.9,8,34.6,8,39.8,33.8,15.2,182.9,41.5,7,205.5,115.3,21.7,13.8,17.4,80,1.5,1.3,10.8,2.7,32.6,3,4.3,98.8,15.3,8.6,1.9,3.1,66.7,23.5,57.8,1.6,99.1,67.1,122.2,8,116.4,82.7,1,1.4,1.2,736,36.7,63.3
"CCND3",57.5,213.9,24.2,50.1,29.7,61.3,270,63.6,35.1,71.3,54.5,37,25.8,201.7,117.8,39.4,35.1,67.2,66.4,38,44.7,38.9,401.5,70.4,24.8,79.3,58.7,333.1,61.1,42.9,74.5,21.4,79.6,205.3,19.3,92.3,68.1,547,223.7,10.8,46.7,582.4,91.2,21.9,134.1,35,96.6,23,68.1,61.2,29.4,47.3,191.9,131.1,83.3,48.8,68.7,71,13.4,10.3,302,48.5,120.2,51.6
"CYBRD1",21.7,16.4,10,17.8,712,313.5,1.4,75,328.5,42.4,55.6,0.9,29.8,0,14,162.5,10.8,8.7,5.1,51.9,17.6,2.1,18.6,18.7,0.3,182.7,17.4,1.7,232.6,48.8,70.8,10.5,24.4,6.3,0.1,104.9,0,5.7,12.7,5.2,4.3,2.2,121.7,1,5.2,1.1,1.4,5,109.3,0.2,43.3,33.7,9.1,47.8,100,15.3,88.8,31.8,0.3,0.2,0.1,47.5,14.3,54.8
"ARF4",223.8,91.2,218.7,176.8,372.2,386.1,211.2,530.3,493.4,362.1,482,229.2,210.2,68.1,106.9,625.4,86.9,257.9,263.3,477.2,110,78.2,171,150.7,246.5,565.2,97.9,114,391,225.2,378.2,345.1,412.1,125.3,128.2,566.4,95.8,62.5,98.7,272.7,313.3,39.7,177.9,120.2,349.9,143.7,88.2,182.5,277.9,178.2,246,159,138.5,314.7,302.3,185.6,421.5,310.5,99.4,84.2,90.6,334.6,189.9,395.1
"CDKN2A",11.2,0,1.8,74.5,0.6,0.5,33.3,11.3,0,103.1,190.2,17,252.3,30.4,170.4,7.3,30.8,34.9,150.5,85.6,169.2,297.6,0.1,204.6,9.2,7.1,16.9,15,15.2,0,111.9,47.4,9.5,0.1,134.5,85.6,0.5,1.5,0,2.7,154.8,0.2,73.1,107.9,17.2,0,218.8,13.9,232.8,27,240,40.4,0.4,31,0.9,2.6,0.2,0.4,63.2,35.1,118.2,0.2,43.3,0.9
"SGK1",3.6,6.2,4.2,0.4,35.4,9,5.7,64.8,129.2,91.5,77.7,10,9.3,9.3,10.6,61.8,2.2,7,8.7,69.7,0.4,2.9,0.6,128,6.2,250.5,0.6,5.9,56.2,54.5,96.8,95.6,139.2,22.8,138.3,29.6,0.5,0.9,1.9,4.8,7.7,2.3,8.6,1,354.6,1.1,2.6,19.8,255.7,0.5,243.6,0.5,1.4,304.3,28.4,13,164.4,14.2,27.6,250.3,27.6,26.1,9.4,38.9
"GTSF1",1,0.4,0.3,0.1,0,0,141.7,0.2,0,0,0,0.4,0.1,81.9,49.4,0,0.4,155.9,0,0,55.4,0.1,0.1,0.1,0.1,0,233.8,183.3,0,0,0,0,0,259.6,81.9,0,0,0.2,280.4,0.2,0.1,0.2,0,110.9,0,0.2,0.3,1,0,4.2,0.3,0.1,272.7,1.2,0.2,10.7,0.2,0.6,86.8,235.1,0.5,0,169.5,0.2
"LAPTM4A",270.9,152.5,100.1,195.8,705.7,531.7,364.7,325.4,389.4,239.8,283.1,109.8,260.9,38.7,81.8,364.9,265.8,87.8,132.6,226.3,124.8,124.2,75,132.8,259.4,332.7,51.4,194.3,371.1,266,250.9,219.6,225.2,57.2,72.8,322.6,136.5,31.2,53.6,223.9,141.6,61,287.2,71.5,478.1,203.7,188.3,164.2,379.2,218.4,189.9,118.8,35.2,283,424,160.6,347.7,207.2,127.5,179.8,60.2,332.9,99.8,172.2
"GLRX",19.2,88.6,7,14.6,138.1,201.5,1.4,274.2,443.3,32.3,55.8,20.1,8.6,61.4,42.6,76.3,7.5,12.7,110.9,91.7,69.6,22.2,56.1,42.9,154.8,320.7,53.3,155.5,131.4,13.5,218,16.3,55.6,7.3,36,182.1,5.8,93.1,74.5,21.1,102.2,168.4,63.2,73.9,312.4,12.9,25.3,12.4,90.3,31.3,29.1,10.9,43.8,63.2,88.2,105.4,67,11.5,27.4,136.8,46.9,429.2,129.3,19.1
"OS9",75.4,156.3,84.8,197.8,299.5,205.9,183.5,178.8,217.6,142.5,150.4,148.9,240.3,78.4,323.2,196.8,134.6,83.5,97.9,117,131.5,89,111.4,81.9,111.1,239.3,155.8,268.7,197.5,155.9,150.4,116.6,215,85.3,305.3,134.6,113.4,42.8,150.1,97.5,112.2,63.4,3430.4,191.6,88.2,168.1,103.7,123.3,319.2,153.1,133.8,229.3,256.2,194,202.2,128.5,130.2,112.1,191.4,162.1,77.8,170.2,110.8,285
"NREP",0.5,6.1,411.4,82.7,13.4,32,19,119.7,67.5,122.2,210.2,0.7,2.3,50.8,40.8,53.5,0.3,90.3,3.6,65.5,26.7,11.6,50,23.9,52,22.9,59.1,0.7,32.1,15.8,127.6,33.6,125.9,0.5,5.1,115.2,1.2,238.1,32.9,236.3,30.4,287.3,162.9,13.4,38.2,1.2,111.3,475.7,32.9,1.6,2.3,16.2,136.6,24.6,156.4,55.8,73.2,12.6,25.5,20.2,61.3,34.3,121.2,31.4
